school,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Mjob_'at_home',Mjob_'health',Mjob_'other',Mjob_'services',Mjob_'teacher',Fjob_'at_home',Fjob_'health',Fjob_'other',Fjob_'services',Fjob_'teacher',reason_'course',reason_'home',reason_'other',reason_'reputation',guardian_'father',guardian_'mother',guardian_'other',Gvg,Avgalc,Bum
,15,,,,1,2,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,10.5,1.0,11.0
,15,,,,3,2,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,6.5,1.0,24.0
,18,,,,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,11.0,2.0,22.0
,17,,,,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,11.0,1.0,8.0
,18,,,,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,15.5,1.0,16.5
,15,,,,4,3,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,14.5,1.0,8.0
,17,,,,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.5,1.5,16.0
,17,,,,4,3,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,6.0,3.0,50.0
,18,,,,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,8.0,1.5,11.0
,15,,,,1,1,1,2,3,1,0,1,0,1,1,1,0,4,3,2,2,3,3,10,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,7.5,2.5,32.0
,15,,,,3,3,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,10.0,2.5,25.0
,16,,,,3,3,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,7.0,2.0,9.0
,17,,,,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,9.5,1.0,12.0
,17,,,,2,2,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,9.5,1.0,13.0
,16,,,,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,11.5,1.0,23.0
,16,,,,2,2,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,13.0,2.5,15.0
,18,,,,2,2,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,18.0,1.5,15.5
,15,,,,3,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,16.0,2.5,28.0
,17,,,,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,11.0,1.5,22.0
,16,,,,2,4,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,13.0,1.5,11.0
,15,,,,4,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,1,1,5,2,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,12.0,1.0,11.0
,18,,,,1,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,12.0,1.0,6.5
,19,,,,4,4,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,9.5,2.5,11.0
,16,,,,4,3,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,15.5,1.5,13.0
,15,,,,2,4,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,9.5,1.0,10.0
,17,,,,3,1,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,10.0,2.5,38.5
,17,,,,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,13.0,2.5,12.5
,15,,,,4,4,1,2,0,0,1,1,0,1,1,1,0,3,3,3,1,2,2,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,9.0,1.5,9.0
,16,,,,4,2,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,15.5,1.0,10.0
,19,,,,1,1,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,14.0,1.0,30.0
,20,,,,4,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,14.5,1.0,18.0
,18,,,,2,1,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,12.0,1.0,29.0
,16,,,,3,3,1,2,0,0,1,1,0,1,1,0,0,4,3,2,1,2,5,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,8.0,1.5,15.0
,15,,,,4,3,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,10.0,3.0,13.0
,17,,,,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,6.0,1.5,11.0
,18,,,,2,3,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,10.5,1.5,9.0
,17,,,,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,13.0,1.5,29.0
,17,,,,3,2,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,17.0,1.5,6.0
,16,,,,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,16.0,1.0,11.0
,16,,,,3,3,3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,9.0,1.0,14.0
,16,,,,2,2,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,7.5,1.0,9.0
,18,,,,2,1,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,3.5,1.0,8.0
,19,,,,1,1,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,11.0,2.0,40.0
,18,,,,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.5,1.0,7.0
,18,,,,4,4,2,2,0,1,0,0,0,1,1,0,0,4,3,4,1,1,3,6,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,5.5,1.0,17.0
,18,,,,1,4,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,13.0,2.5,11.0
,18,,,,4,3,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.5,1.0,20.5
,16,,,,3,3,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,2.0,1.0,13.0
,17,,,,4,3,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,13.0,1.5,42.5
,19,,,,0,1,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,7.5,1.0,18.0
,16,,,,2,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,7.5,1.5,15.0
,18,,,,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,8.5,1.0,33.5
,16,,,,3,4,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,5.0,1.5,28.0
,17,,,,4,2,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,13.0,1.0,14.0
,15,,,,4,4,1,1,0,1,1,1,0,1,1,1,0,3,3,4,2,3,5,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,9.0,2.5,12.0
,18,,,,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,17.0,1.0,7.0
,19,,,,1,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,9.0,2.0,11.0
,16,,,,2,2,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,6.5,1.0,6.0
,16,,,,2,2,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,11.0,2.0,7.0
,17,,,,3,2,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,7.5,2.5,11.0
,15,,,,4,3,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,16.5,2.0,19.0
,16,,,,4,4,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,9.0,1.5,11.0
,17,,,,4,3,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,14.0,2.0,10.0
,15,,,,4,4,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,8.0,2.5,25.0
,17,,,,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,18.0,1.0,13.0
,15,,,,4,2,1,3,0,0,1,1,1,1,1,1,1,3,2,2,1,1,5,2,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,14.5,1.0,9.0
,19,,,,3,3,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,8.0,1.5,22.0
,16,,,,4,3,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,8.0,1.0,7.0
,17,,,,2,4,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,10.0,1.0,11.0
,18,,,,3,3,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,15.0,1.5,7.0
,17,,,,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,10.0,1.0,25.0
,18,,,,4,4,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,13.0,3.0,26.0
,16,,,,4,2,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,10.5,1.0,8.0
,16,,,,4,2,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,14.5,1.0,7.0
,16,,,,3,1,1,4,0,1,1,1,0,1,1,1,0,4,3,3,1,2,5,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,7.0,1.5,13.0
,15,,,,2,1,3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,11.0,1.0,12.0
,17,,,,2,3,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,7.0,2.5,16.5
,17,,,,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,8.0,1.0,8.0
,16,,,,1,3,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,7.5,1.0,14.0
,17,,,,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,12.5,1.5,15.0
,17,,,,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,15.5,1.0,8.0
,17,,,,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7.5,2.0,19.0
,16,,,,4,4,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,4,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,14.0,1.5,17.0
,15,,,,2,3,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,7.5,1.0,11.0
,16,,,,2,2,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,11.5,1.0,17.0
,18,,,,3,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,8.0,1.0,8.0
,18,,,,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,14.5,2.0,16.0
,16,,,,2,2,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,10.0,2.0,33.0
,15,,,,4,4,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,10.0,1.0,9.0
,18,,,,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,9.5,1.0,8.0
,17,,,,2,2,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,12.0,2.5,21.0
,17,,,,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,15.5,2.0,34.0
,17,,,,1,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,6.5,1.5,11.0
,15,,,,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,8.5,1.0,8.0
,15,,,,3,2,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,6.5,1.0,47.0
,17,,,,4,4,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,9.0,1.5,27.0
,15,,,,1,1,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,8.5,1.0,9.0
,19,,,,3,1,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,13.5,1.5,29.0
,18,,,,4,4,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,5.5,2.0,22.5
,17,,,,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,13.0,1.0,18.5
,16,,,,3,3,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,8.5,1.0,7.0
,16,,,,3,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,6.5,2.5,17.0
,16,,,,3,2,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,12.5,1.5,29.0
,16,,,,2,2,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,12.5,2.5,14.0
,16,,,,4,4,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,14.5,1.0,14.0
,17,,,,3,4,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,11.0,3.5,12.0
,18,,,,4,4,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,8.5,3.5,20.0
,18,,,,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,3.0,1.5,9.0
,15,,,,1,1,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7.0,3.0,19.0
,19,,,,2,3,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,12.0,1.0,67.0
,17,,,,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,5.5,2.0,34.0
,17,,,,1,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,5.0,1.0,14.0
,16,,,,4,4,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,12.5,1.5,19.0
,17,,,,4,2,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,13.5,1.0,7.0
,19,,,,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,9.0,3.0,38.5
,18,,,,2,4,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,13.0,1.0,23.0
,16,,,,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,9.0,2.5,21.0
,16,,,,2,2,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,10.0,1.0,15.0
,18,,,,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,8.5,1.0,34.0
,17,,,,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,9.0,2.5,95.0
,15,,,,1,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,9.5,1.5,10.0
,17,,,,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,12.0,1.0,9.0
,18,,,,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,5.5,1.0,8.0
,15,,,,4,4,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,7.0,1.0,14.0
,18,,,,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,11.0,2.0,10.0
,15,,,,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,16.0,1.0,9.0
,16,,,,2,2,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,12.5,1.0,8.0
,15,,,,3,4,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,12.0,1.0,10.0
,17,,,,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,14.5,1.0,8.0
,17,,,,2,2,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,8.5,1.5,11.0
,16,,,,4,3,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,11.5,1.0,23.0
