school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Gvg,Avgalc,Bum
0,0,15,0,0,1,4,3,4,4,2,0,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,8,8,8,6,8.0,1.0,19.0
0,0,16,0,0,1,3,3,4,2,0,0,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,12,11,12,11,11.5,2.5,29.0
0,0,15,0,1,0,4,4,2,0,3,1,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,7,7,7,7.0,1.0,14.0
0,0,16,0,0,0,2,2,2,2,2,0,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,12,13,13,12.5,2.5,14.0
0,0,15,0,0,0,4,2,1,4,3,0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,1,1,5,2,11,13,13,12.0,1.0,11.0
0,0,15,0,1,0,4,4,2,2,2,0,1,1,0,1,1,1,0,1,1,1,0,3,3,4,2,3,5,0,8,10,11,9.0,2.5,12.0
0,0,15,0,0,1,3,3,4,4,3,0,1,1,0,0,0,1,0,1,1,1,0,5,3,4,4,4,1,6,10,13,13,11.5,4.0,24.0
0,0,16,0,1,1,2,1,4,4,3,0,1,2,0,0,0,1,1,1,1,1,1,5,3,4,1,1,2,8,8,9,10,8.5,1.0,20.0
0,0,15,0,1,1,4,3,2,2,1,0,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0,14,15,15,14.5,1.0,8.0
0,0,16,0,1,0,4,2,2,4,2,0,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2,15,16,16,15.5,1.0,10.0
0,0,16,1,1,0,4,4,1,0,3,0,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,6,10,11,11,10.5,2.5,21.0
0,0,16,0,1,0,1,1,2,2,2,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,6,10,8,11,9.0,5.0,28.0
0,0,16,0,0,0,1,2,4,2,1,1,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,4,8,10,9,9.0,1.0,15.0
0,0,16,0,1,0,4,3,0,1,0,0,1,3,0,1,1,1,1,1,1,1,0,3,4,4,2,4,4,2,10,9,9,9.5,3.0,15.0
0,0,15,0,0,0,4,3,2,2,1,1,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,10,10,10,10.0,3.0,13.0
0,0,16,0,0,0,4,3,0,2,2,0,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15,15,15.5,1.5,13.0
0,0,16,0,1,0,3,1,2,4,2,0,1,4,0,1,1,1,0,1,1,1,0,4,3,3,1,2,5,4,7,7,6,7.0,1.5,13.0
0,0,15,1,0,0,2,2,1,2,1,0,2,2,0,1,1,1,0,1,1,1,0,4,1,3,1,3,4,2,8,9,8,8.5,2.0,11.0
0,0,15,1,0,0,3,1,4,4,1,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12,16,16,16,16.0,2.5,28.0
0,0,15,1,1,0,1,1,4,4,1,0,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,8,6,5,7.0,3.0,19.0
0,0,16,0,1,0,3,3,4,2,0,0,1,2,0,1,1,1,1,1,1,1,0,4,3,3,2,4,5,54,11,12,11,11.5,3.0,93.0
0,0,16,0,1,0,2,2,4,4,1,0,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0,11,11,11,11.0,2.0,7.0
0,0,16,0,1,0,3,4,3,4,2,0,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12,5,5,5,5.0,1.5,28.0
0,0,15,0,0,0,3,2,2,4,1,0,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10,7,6,6,6.5,1.0,24.0
0,0,15,0,1,0,1,1,4,4,0,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,9,10,10,9.5,2.5,14.0
0,0,15,0,1,0,4,4,2,2,1,1,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6,7,9,8,8.0,2.5,25.0
0,0,16,0,0,0,2,2,3,4,2,0,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4,8,7,6,7.5,1.5,15.0
0,0,15,0,1,0,4,2,4,4,1,0,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,14,13.5,2.0,15.0
0,0,16,0,1,0,3,3,4,4,0,0,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0,7,7,8,7.0,2.0,9.0
0,0,15,0,1,0,4,3,2,4,1,0,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,18,16.5,2.0,19.0
0,0,16,0,0,0,3,1,4,4,0,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,7,6,6,6.5,2.5,17.0
0,0,16,0,1,0,4,2,0,2,0,0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,11,10,10,10.5,1.0,8.0
0,0,15,1,1,0,1,1,3,4,0,0,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,7,10,10,8.5,1.0,9.0
0,0,16,0,1,0,2,1,4,4,2,0,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2,8,9,10,8.5,1.0,11.0
0,0,16,0,1,0,4,4,4,4,1,0,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,11,14,14,12.5,1.5,19.0
0,0,16,0,1,0,4,3,4,3,2,0,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,7,9,8,8.0,1.0,7.0
0,0,15,0,1,0,3,2,2,4,0,0,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,7,6,6,6.5,1.0,47.0
0,0,15,0,1,1,3,3,4,1,1,1,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,11,11,10.5,1.0,21.0
0,0,15,0,1,0,2,2,4,4,2,0,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8,7,8,8,7.5,1.0,16.0
0,0,16,0,0,0,4,4,1,1,3,0,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,16,14.5,1.0,14.0
0,0,16,1,1,0,3,3,2,4,1,1,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,7,10,10,8.5,1.0,7.0
0,0,16,0,1,0,2,2,3,4,0,0,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,10,13,13,11.5,1.0,17.0
0,0,15,0,1,0,1,2,3,2,2,0,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,15,15.5,1.5,11.0
0,0,16,0,0,0,2,4,4,1,2,1,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13,13,13,13.0,1.5,11.0
0,0,16,0,1,0,2,2,4,4,0,0,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,8,7,8,7.5,1.0,9.0
0,0,15,0,0,1,3,4,4,4,0,0,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,11,8.5,1.0,8.0
0,0,19,0,1,0,0,1,3,4,2,2,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,9,7.5,1.0,18.0
0,0,15,1,1,0,3,4,2,0,2,1,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,6.0,2.0,12.0
0,0,15,0,1,0,1,1,3,4,2,0,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,4.0,1.5,10.0
0,0,17,0,0,0,2,2,4,4,2,1,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,12,11.5,2.0,30.0
0,0,16,0,1,1,3,4,2,4,2,1,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,11,11.5,2.5,35.0
0,0,15,0,1,0,4,4,2,3,2,0,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,5.5,1.0,7.0
0,0,16,0,1,1,3,3,4,4,2,2,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4,0,0,2.0,1.0,13.0
0,0,15,0,1,0,4,4,0,0,2,0,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,15,16.0,1.0,9.0
0,0,15,0,1,0,4,4,0,2,2,0,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9,11,11,10.0,1.0,9.0
0,0,16,0,0,0,1,1,3,3,2,0,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,13,14.0,3.0,17.0
0,0,15,0,1,0,1,1,4,2,2,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8,11,11,9.5,1.5,10.0
0,0,15,0,1,0,3,2,1,2,0,1,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,0,6.5,1.0,14.0
0,0,15,0,1,0,1,2,3,4,2,0,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10,11,11,10.5,1.0,11.0
0,0,15,1,1,0,3,3,2,2,1,2,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10,10,10,10.0,2.5,25.0
0,0,17,0,1,0,4,4,4,0,2,0,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11,11,12,11.0,1.0,8.0
0,0,18,1,1,0,1,1,3,4,2,0,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9,8,10,8.5,3.0,27.0
0,0,16,0,1,0,4,2,1,2,0,1,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16,14.5,1.0,7.0
0,0,16,0,1,0,2,2,4,4,0,0,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,6,7,0,6.5,1.0,6.0
0,0,16,0,1,0,4,4,1,1,1,0,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14,14.0,1.0,9.0
0,0,16,0,1,0,1,3,3,2,0,0,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8,7,0,7.5,1.0,14.0
0,0,16,0,0,0,3,3,4,4,1,0,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10,11,9,10.5,1.0,15.0
0,0,16,0,1,0,2,2,2,4,1,0,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,13,13,11,13.0,2.5,15.0
0,0,17,0,1,0,2,4,2,2,1,1,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17,16.5,2.5,12.0
0,0,17,0,0,0,3,3,4,4,1,0,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9,9,8,9.0,2.5,95.0
0,0,16,0,1,0,3,2,4,4,1,0,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12,13,12,12.5,1.5,29.0
0,0,17,0,1,1,3,3,1,4,1,0,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9,7.5,2.0,19.0
0,0,16,0,1,0,2,3,2,2,2,0,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13,11.5,1.0,23.0
0,0,17,0,1,0,1,1,3,2,2,0,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9,8.0,1.0,8.0
0,0,17,0,0,0,2,4,2,2,2,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15,14.5,1.0,8.0
0,0,17,0,1,0,4,4,2,0,0,0,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,18.0,2.5,49.0
0,0,16,0,0,0,4,4,0,0,1,0,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,9.0,1.5,11.0
0,0,16,0,1,0,4,3,1,4,0,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,16.0,3.0,15.0
0,0,16,0,1,0,2,3,4,4,1,0,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,9.0,2.0,20.0
0,0,17,0,1,0,1,1,4,4,2,0,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,9.0,2.0,17.0
0,0,17,1,1,0,2,2,4,4,1,0,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,6.5,1.5,37.0
0,0,16,1,1,0,2,2,2,2,1,0,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,10.0,1.0,15.0
0,0,17,0,1,0,3,4,3,2,0,0,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,9.5,3.5,57.0
0,0,16,0,1,1,3,1,2,4,2,0,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,7.0,2.0,23.5
0,0,16,0,1,0,4,3,0,4,3,0,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,11.5,1.0,23.0
0,0,16,0,1,0,1,1,3,4,0,0,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,9.0,2.5,21.0
0,0,17,1,1,0,4,3,0,4,1,0,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,7.0,1.0,17.0
0,0,19,0,1,0,3,3,4,4,1,2,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,8.0,1.5,22.0
0,0,16,0,1,1,2,2,4,4,1,0,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,12.5,1.0,8.0
0,0,17,1,0,0,4,4,2,4,3,0,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,9.0,1.5,27.0
0,0,17,0,0,0,3,2,4,4,1,0,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,14.5,2.0,14.0
0,0,17,0,1,0,4,3,4,4,1,0,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,6.0,3.0,50.0
0,0,17,0,1,0,2,3,3,4,0,1,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,7.0,2.5,16.5
0,0,17,0,1,0,2,2,3,3,2,0,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,9.5,1.0,13.0
0,0,17,1,1,0,2,1,3,2,1,0,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,6.0,1.5,11.0
0,0,17,0,1,0,1,1,3,4,1,0,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,5.5,1.0,9.0
0,0,16,0,1,0,2,3,2,0,3,0,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,16.0,1.0,11.0
0,0,16,0,1,0,4,4,0,2,0,0,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,13.0,1.0,7.0
0,0,18,1,1,0,3,1,4,4,1,0,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,8.5,1.0,34.0
0,0,17,0,1,0,3,2,4,4,2,0,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,15.5,2.0,25.0
0,0,17,0,1,1,2,1,4,4,2,0,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,11.0,1.5,22.0
0,0,17,0,0,0,4,3,1,4,1,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,13.0,1.5,29.0
0,0,16,0,1,0,2,1,4,4,0,0,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,12.5,1.0,41.0
0,0,17,1,1,0,2,1,3,2,2,0,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,12.0,1.0,9.0
0,0,18,0,1,0,2,1,4,4,2,2,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,3.5,1.0,8.0
0,0,17,0,0,0,4,2,0,2,1,0,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,13.0,1.0,14.0
0,0,17,0,0,0,2,2,2,2,2,1,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,9.5,1.0,7.0
0,0,18,0,1,0,4,3,2,4,0,1,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,17.5,2.0,39.5
0,0,17,0,1,0,3,3,4,4,0,0,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,9.5,1.0,12.0
0,0,18,0,1,0,2,2,3,2,0,0,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,9.5,1.0,7.0
0,0,18,1,1,0,4,4,0,4,1,0,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,11.0,2.0,22.0
0,0,18,1,1,0,2,1,4,4,1,0,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,3.0,1.5,9.0
0,0,19,0,1,0,3,3,4,2,0,2,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,9.0,3.0,38.5
0,0,18,0,1,0,2,3,4,2,1,1,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,14.5,2.0,16.0
0,0,18,0,0,0,1,1,4,4,0,0,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,11,11.0,1.0,12.0
0,0,17,0,1,0,2,4,3,1,1,0,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,10,10.0,1.0,11.0
0,0,17,0,0,0,2,2,2,4,2,0,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,12.0,2.5,21.0
0,0,18,1,1,1,3,2,4,2,0,0,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9,9.5,1.0,118.5
0,0,18,0,1,0,4,4,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9,8,8,8.5,1.0,33.5
0,0,18,1,0,0,1,1,3,4,1,0,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12,12.0,1.0,6.5
0,0,18,0,1,0,1,1,4,4,0,0,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,10,8.5,1.0,15.0
0,0,17,0,1,0,2,2,4,4,2,0,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,11,9.5,1.5,16.0
0,0,18,0,1,0,2,2,3,3,3,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19,18.0,1.5,15.5
0,0,17,0,1,0,1,1,2,0,1,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12,12.5,1.0,16.0
0,0,17,0,1,0,4,3,1,2,1,0,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15,15.0,1.5,7.0
0,0,18,0,0,0,2,1,2,3,1,0,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13,12.0,1.0,29.0
0,0,17,1,0,0,3,1,2,4,1,0,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18,18.0,1.0,13.0
0,0,19,0,1,0,4,4,1,4,1,2,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,10,9,0,9.5,2.5,11.0
0,0,18,0,0,0,4,3,4,4,0,2,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,8,9.0,1.5,25.0
0,0,18,0,1,0,4,3,4,4,1,1,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14,13.5,1.0,6.0
0,0,18,0,0,1,4,4,1,4,0,0,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11,11.0,1.0,28.0
0,0,17,0,1,0,4,2,4,4,1,0,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14,13.5,1.0,7.0
0,0,17,0,1,0,3,2,1,1,1,1,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18,17.0,1.5,6.0
0,0,18,0,1,0,2,4,2,3,1,2,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12,13.0,1.0,23.0
0,0,19,0,0,0,1,1,3,4,1,2,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10,11.0,2.0,40.0
0,0,19,0,0,0,1,2,2,2,0,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,9,9,0,9.0,2.0,11.0
0,0,19,0,1,0,2,1,3,4,3,2,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13,13.0,1.0,39.0
0,0,19,0,0,0,3,2,2,4,1,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11,11.5,1.5,43.0
0,0,19,0,1,0,1,1,3,1,0,2,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13,14.0,1.0,30.0
0,0,19,1,1,0,2,3,4,4,1,2,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11,12.0,1.0,67.0
0,0,18,0,1,0,2,1,2,4,2,0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,8.0,1.5,9.0
0,0,18,0,1,0,4,3,4,4,2,0,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,9,9.5,1.0,20.5
0,0,17,1,1,0,3,4,3,2,2,1,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,10,11.0,3.5,12.0
0,0,18,0,1,0,4,4,0,4,2,0,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11,11.0,3.0,16.0
0,0,17,0,1,1,4,3,2,2,2,0,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13,13.0,1.5,42.5
0,0,17,0,1,0,2,2,4,4,2,0,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,9,10.0,1.0,25.0
0,0,17,1,0,0,2,2,2,2,2,0,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,11,11.0,2.0,13.5
0,0,17,0,1,0,3,1,2,2,2,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15,13.0,2.5,12.5
0,0,17,0,0,0,0,2,3,3,0,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15,15.5,2.5,10.0
0,0,17,0,1,0,4,4,0,2,2,0,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9,9.5,2.0,20.5
0,0,17,0,1,0,4,4,0,0,2,0,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14,14.0,1.5,14.0
0,0,17,1,1,0,2,4,3,4,2,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14,13.0,1.0,18.5
0,0,18,0,1,0,3,3,2,2,0,0,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7,0,0,3.5,1.0,8.0
0,0,18,0,0,0,2,2,4,4,0,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8,8,0,8.0,1.0,8.0
0,0,18,1,1,0,2,2,3,4,2,0,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,9.5,1.0,7.0
0,0,17,0,1,0,3,4,2,4,2,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15,15.5,2.0,34.0
0,0,19,1,1,1,3,1,2,3,0,2,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13,13.5,1.5,29.0
0,0,17,0,1,0,3,2,4,4,0,0,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,7.5,2.5,11.0
