school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,Gvg,Avgalc,Bum
0,1,0.0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,1,1,0,1,1,1,0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,11,12,12,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.47619047619047605,0.0,0.3289473684210526
0,1,0.2000000000000001,0,0,0,1.0,0.5,0.0,0.5,0.0,0,0,0,1,1,1,1,0,0.75,1.0,0.0,0.0,0.5,1.0,0.0,12,13,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.5714285714285714,0.25,0.3618421052631579
0,1,0.2000000000000001,0,0,0,0.5,0.5,0.3333333333333333,0.5,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.75,0.5,0.75,1.0,0.1333333333333333,10,10,10,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.33333333333333326,0.625,0.5789473684210525
0,0,0.0,1,1,0,0.5,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,1.0,0.1333333333333333,10,11,10,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,0.38095238095238093,0.0,0.08552631578947367
0,0,0.2000000000000001,0,1,0,0.5,0.5,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0.0,0.25,0.25,0.0,0.5,1.0,0.4,10,11,12,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0.38095238095238093,0.25,0.5526315789473684
0,1,0.0,0,1,0,0.5,0.5,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0.75,0.25,0.25,0.0,0.25,1.0,0.5333333333333333,11,12,12,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.47619047619047605,0.125,0.5394736842105262
0,1,0.0,0,1,0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0.25,0.25,0.75,0.5,0.75,0.0,0.0,11,11,11,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.4285714285714284,0.625,0.5921052631578947
0,1,0.2000000000000001,0,0,1,0.75,1.0,0.0,0.5,0.0,1,1,1,1,1,1,1,0,1.0,0.5,0.5,0.0,0.0,1.0,0.1333333333333333,12,12,13,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.5238095238095237,0.0,0.21710526315789472
0,1,0.0,0,1,0,1.0,1.0,0.0,0.5,0.0,0,1,1,0,0,1,1,0,1.0,0.75,0.25,1.0,0.75,1.0,0.0,10,11,11,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.38095238095238093,0.875,0.6578947368421052
0,1,0.0,0,1,0,1.0,1.0,0.3333333333333333,0.5,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.0,0.0,0.0,1.0,0.1333333333333333,15,15,15,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,0.8095238095238093,0.0,0.21710526315789472
0,1,0.0,1,1,0,1.0,0.75,0.0,0.5,0.0,0,1,0,1,1,1,1,1,0.75,1.0,0.25,0.0,0.0,1.0,0.0,13,14,15,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,0.6666666666666665,0.0,0.23026315789473684
0,1,0.0,0,0,0,0.75,0.75,0.0,0.5,0.0,0,0,0,1,0,1,1,0,1.0,0.5,0.25,0.0,0.0,0.25,0.0,13,12,12,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.5714285714285714,0.0,0.16447368421052633
0,1,0.2000000000000001,0,1,0,0.75,0.5,0.0,0.0,0.0,0,1,0,0,0,1,1,0,1.0,0.75,0.5,0.0,0.0,1.0,0.2666666666666666,12,12,12,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.5238095238095237,0.0,0.43421052631578944
0,0,0.0,0,1,0,0.5,0.75,0.3333333333333333,0.0,0.0,0,1,0,1,1,1,0,0,0.5,1.0,0.0,0.0,0.0,1.0,0.2666666666666666,11,11,11,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.4285714285714284,0.0,0.4671052631578947
0,1,0.0,0,0,0,1.0,0.75,0.0,1.0,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.5,0.0,0.0,0.75,0.0,14,14,14,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0.7142857142857142,0.0,0.06578947368421054
0,1,0.2000000000000001,1,1,1,1.0,1.0,0.3333333333333333,1.0,0.0,0,1,0,1,1,1,1,1,0.25,0.75,0.5,0.0,0.0,1.0,0.2666666666666666,13,13,13,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.6190476190476191,0.0,0.17105263157894735
0,0,0.0,1,1,0,0.75,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,1.0,0.1333333333333333,11,12,12,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,0.47619047619047605,0.0,0.08552631578947367
0,0,0.0,1,1,0,0.5,0.5,0.0,0.0,0.0,1,1,0,1,1,1,0,0,0.75,0.5,0.0,0.0,0.0,0.25,0.5333333333333333,14,13,12,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.6666666666666665,0.0,0.5065789473684209
0,1,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,1.0,0.75,0.5,0.5,0.75,1.0,0.5333333333333333,10,11,11,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0.38095238095238093,0.625,0.8684210526315788
0,1,0.0,0,1,0,1.0,1.0,0.0,0.5,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.5,0.0,0.0,1.0,0.0,14,15,15,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,0.7619047619047619,0.0,0.16447368421052633
0,1,0.0,0,1,0,0.5,0.5,0.0,0.0,0.0,1,1,0,0,1,1,1,0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,9,10,10,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,0.2857142857142856,0.0,0.3289473684210526
0,0,0.0,0,0,1,1.0,0.75,0.0,0.5,0.0,1,1,1,1,1,1,1,1,1.0,0.25,0.25,0.0,0.0,1.0,0.2666666666666666,10,11,11,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.38095238095238093,0.0,0.23684210526315785
0,0,0.2000000000000001,0,0,1,0.75,0.75,0.0,0.5,0.0,0,1,0,0,1,1,1,0,0.25,0.5,1.0,0.0,0.75,0.5,0.4,13,12,13,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.5714285714285714,0.375,0.519736842105263
0,1,0.0,0,1,0,1.0,0.5,0.0,0.5,0.0,0,1,0,0,1,1,0,0,0.75,0.5,0.5,0.5,0.25,1.0,0.2666666666666666,11,12,13,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0.47619047619047605,0.375,0.4671052631578947
0,0,0.0,0,1,0,1.0,1.0,0.0,0.5,0.0,1,1,0,1,0,1,1,0,0.75,0.75,0.75,0.0,0.0,0.5,0.1333333333333333,13,12,12,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0.5714285714285714,0.0,0.25
0,0,0.2000000000000001,0,0,0,0.5,0.5,0.6666666666666667,0.5,0.0,0,1,0,0,1,1,1,0,0.75,0.5,0.5,0.5,0.5,0.75,0.0,14,13,13,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,0.6666666666666665,0.5,0.4276315789473684
0,0,0.0,0,0,0,1.0,0.5,0.0,0.5,0.0,0,1,0,0,1,1,1,0,0.75,0.5,0.5,0.0,0.0,1.0,0.0,16,14,16,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.8095238095238093,0.0,0.16447368421052633
0,1,0.0,0,0,1,1.0,0.5,0.3333333333333333,0.0,0.0,0,0,0,0,1,1,0,0,1.0,1.0,1.0,1.0,0.75,1.0,0.2666666666666666,10,9,9,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.2857142857142856,0.875,0.9276315789473683
0,0,0.0,0,1,0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1,1,1,0,0.5,0.5,0.75,0.5,0.5,1.0,0.0,13,12,12,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,0.5714285714285714,0.5,0.5592105263157894
0,0,0.2000000000000001,0,1,1,0.5,0.25,0.0,0.5,0.0,0,0,0,1,1,1,1,1,1.0,0.5,0.75,0.0,0.0,0.25,0.1333333333333333,12,13,12,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.5714285714285714,0.0,0.21710526315789472
0,0,0.0,0,1,1,1.0,0.75,0.0,0.5,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,15,14,15,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,0.7619047619047619,0.0,0.16447368421052633
0,1,0.0,0,1,0,1.0,1.0,0.0,0.5,0.0,0,1,0,1,1,1,0,0,0.5,0.25,0.25,0.0,0.0,1.0,0.5333333333333333,15,15,16,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0.8095238095238093,0.0,0.34210526315789475
0,1,0.0,0,0,0,0.25,0.5,0.0,0.5,0.0,1,1,0,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,14,13,14,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.6666666666666665,0.0,0.16447368421052633
0,0,0.2000000000000001,0,1,0,1.0,0.5,0.0,0.5,0.0,0,1,1,0,1,1,1,0,0.75,0.25,0.5,0.0,0.0,1.0,0.1333333333333333,16,15,16,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.857142857142857,0.0,0.18421052631578946
0,0,0.2000000000000001,1,1,0,1.0,1.0,0.0,0.5,0.0,0,1,0,1,1,1,0,0,0.25,0.75,0.75,0.5,0.5,0.75,0.0,17,16,16,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.9523809523809523,0.5,0.4605263157894737
0,0,0.2000000000000001,0,0,0,0.25,0.5,0.0,0.5,0.0,1,0,0,1,1,1,1,0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,13,13,10,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.6190476190476191,0.0,0.19736842105263158
0,0,0.2000000000000001,0,1,0,1.0,0.75,0.0,1.0,0.0,1,1,0,1,1,1,1,0,0.5,0.75,0.75,0.5,0.75,0.75,0.0,14,13,13,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,0.6666666666666665,0.625,0.39473684210526316
0,0,0.0,0,0,0,1.0,0.75,0.0,0.5,0.0,1,0,0,1,1,1,1,1,0.75,0.75,0.75,0.5,0.75,0.25,0.0,13,12,12,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,0.5714285714285714,0.625,0.5263157894736842
0,0,0.2000000000000001,0,0,0,1.0,0.75,0.6666666666666667,0.5,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.5,0.0,0.25,0.0,0.1333333333333333,16,15,16,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0.857142857142857,0.125,0.3157894736842105
0,0,0.0,1,0,0,0.5,0.5,0.3333333333333333,0.5,0.0,1,1,0,0,1,1,1,0,0.75,0.0,0.5,0.0,0.5,0.75,0.0,11,10,11,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.38095238095238093,0.25,0.23026315789473684
0,0,0.0,1,1,0,0.25,0.25,0.0,0.5,0.0,1,1,0,0,0,1,1,1,0.5,0.5,0.75,0.5,0.75,1.0,0.1333333333333333,13,11,11,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.5238095238095237,0.625,0.5460526315789473
0,1,0.2000000000000001,0,1,0,0.75,0.25,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1.0,0.5,0.25,0.5,0.25,1.0,0.0,13,13,14,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.6190476190476191,0.375,0.4934210526315789
0,0,0.2000000000000001,0,1,0,0.75,0.75,0.0,0.5,0.0,1,1,0,1,1,1,1,0,0.75,0.5,0.5,0.5,0.75,1.0,0.2666666666666666,11,11,11,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.4285714285714284,0.625,0.5986842105263157
0,1,0.0,0,1,0,1.0,0.75,0.0,0.5,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.5,0.5,0.5,1.0,0.0,11,11,11,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0.4285714285714284,0.5,0.4276315789473684
0,0,0.2000000000000001,0,1,0,0.75,1.0,0.0,0.5,0.0,0,1,0,0,1,1,1,0,0.25,0.75,0.5,0.0,0.25,0.5,0.9333333333333332,12,11,11,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.47619047619047605,0.125,0.6315789473684209
0,1,0.0,0,1,0,0.5,0.75,0.0,0.0,0.0,1,1,0,1,0,1,1,1,0.5,0.25,0.25,0.0,0.5,0.5,0.0,11,11,12,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.4285714285714284,0.25,0.39473684210526316
0,1,0.0,0,1,0,0.5,0.75,0.0,1.0,0.0,1,0,0,0,0,1,1,0,1.0,0.5,0.25,0.0,0.25,1.0,0.1333333333333333,10,9,9,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.2857142857142856,0.125,0.1513157894736842
0,0,0.0,0,0,0,0.75,0.5,0.0,0.5,0.0,0,1,0,0,1,1,1,0,0.75,0.75,0.75,0.0,0.0,1.0,0.2666666666666666,12,11,11,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0.47619047619047605,0.0,0.30263157894736836
0,1,0.0,0,0,0,0.5,0.5,0.3333333333333333,0.5,0.0,0,0,1,1,1,1,1,0,1.0,0.5,0.5,0.0,0.5,0.75,0.1333333333333333,13,12,13,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0.5714285714285714,0.25,0.34868421052631576
0,0,0.0,0,1,0,0.25,0.25,0.0,0.5,0.0,0,1,0,1,0,1,1,0,0.75,0.5,0.25,0.5,0.5,0.75,0.1333333333333333,13,12,12,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.5714285714285714,0.5,0.4802631578947368
0,0,0.0,0,1,0,1.0,1.0,0.3333333333333333,0.5,0.0,0,0,0,0,1,1,1,1,0.75,0.75,0.75,0.5,0.5,1.0,0.2666666666666666,12,11,12,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,0.47619047619047605,0.5,0.5657894736842104
0,0,0.2000000000000001,0,0,0,0.5,0.5,0.0,0.5,0.0,0,1,0,0,1,1,0,0,0.75,0.5,0.75,0.0,0.25,0.25,0.4,13,11,11,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.5238095238095237,0.125,0.3881578947368421
0,0,0.0,0,1,0,1.0,0.5,0.0,1.0,0.0,0,1,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.5,0.0,0.2666666666666666,15,15,15,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.8095238095238093,0.25,0.2697368421052631
0,1,0.2000000000000001,0,1,0,0.5,0.5,0.3333333333333333,0.5,0.0,0,0,0,1,0,1,1,0,0.75,0.75,0.25,0.0,0.0,0.5,0.4,12,10,11,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,0.4285714285714284,0.0,0.35526315789473684
0,1,0.2000000000000001,0,0,1,1.0,1.0,0.0,0.5,0.0,0,1,0,0,1,1,0,0,0.75,0.0,0.5,1.0,1.0,1.0,0.4,9,9,10,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0.23809523809523803,1.0,0.7828947368421052
0,0,0.2000000000000001,0,1,0,0.75,0.75,0.0,1.0,0.0,0,1,0,0,1,1,1,1,0.75,0.5,0.5,0.0,0.5,0.75,0.1333333333333333,9,11,11,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.33333333333333326,0.25,0.21710526315789472
0,0,0.0,0,1,0,1.0,0.75,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0.75,1.0,1.0,0.0,0.5,0.0,0.4,14,13,13,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0.6666666666666665,0.25,0.6513157894736842
0,0,0.2000000000000001,0,0,0,0.75,0.25,0.0,0.5,0.0,1,1,0,0,1,1,0,0,0.5,0.5,0.5,0.5,0.5,0.25,0.0,12,13,12,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.5714285714285714,0.5,0.4276315789473684
0,0,0.2000000000000001,0,1,0,1.0,0.5,0.3333333333333333,0.5,0.0,0,1,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.0,0.0,0.1333333333333333,13,14,14,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0.6666666666666665,0.0,0.21710526315789472
0,1,0.2000000000000001,1,1,0,1.0,0.75,0.3333333333333333,0.0,0.0,1,1,1,1,0,1,1,0,0.5,0.5,0.5,0.0,0.0,0.75,0.4,9,11,11,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0.33333333333333326,0.0,0.45394736842105265
0,0,0.2000000000000001,0,1,0,0.5,0.25,0.0,0.5,0.0,0,1,0,0,1,1,0,1,0.75,0.5,1.0,0.0,0.0,1.0,0.0,13,12,12,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.5714285714285714,0.0,0.16447368421052633
0,0,0.2000000000000001,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1.0,0.5,0.75,0.0,0.25,0.0,0.2666666666666666,12,13,13,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.5714285714285714,0.125,0.4671052631578947
0,0,0.2000000000000001,0,1,0,1.0,0.75,0.0,1.0,0.0,1,1,0,0,1,1,1,0,1.0,0.5,1.0,0.0,0.0,0.5,0.1333333333333333,12,13,13,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.5714285714285714,0.0,0.08552631578947367
0,1,0.2000000000000001,0,1,0,1.0,1.0,0.0,1.0,0.0,0,1,0,1,1,1,1,1,0.75,0.75,0.5,0.0,0.0,0.75,0.0,16,16,16,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0.9047619047619047,0.0,0.06578947368421054
0,1,0.0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,1,1,1,0,1,1,0,1.0,0.5,0.5,0.0,0.0,1.0,0.1333333333333333,12,13,12,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.5714285714285714,0.0,0.34868421052631576
0,1,0.0,0,1,1,0.75,1.0,0.0,0.5,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,16,16,16,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.9047619047619047,0.0,0.19736842105263158
0,1,0.2000000000000001,0,1,0,0.75,0.75,0.0,1.0,0.0,0,1,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.0,1.0,0.2666666666666666,13,14,14,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,0.6666666666666665,0.0,0.1381578947368421
0,0,0.2000000000000001,0,0,0,1.0,1.0,0.0,1.0,0.0,0,1,0,1,1,1,1,1,1.0,0.75,1.0,0.0,0.0,0.75,0.1333333333333333,15,15,14,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.8095238095238093,0.0,0.11842105263157893
0,1,0.0,0,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,1.0,1.0,0.5,0.0,0.0,0.75,0.2666666666666666,13,14,14,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0.6666666666666665,0.0,0.4671052631578947
0,0,0.2000000000000001,1,1,0,0.75,0.75,0.0,1.0,0.0,1,1,0,1,1,1,1,0,0.75,0.0,0.25,0.0,0.0,0.25,0.2666666666666666,11,11,11,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,0.4285714285714284,0.0,0.07236842105263155
0,1,0.0,1,1,0,0.5,0.25,0.0,0.5,0.0,0,0,0,1,1,1,1,1,1.0,0.75,0.25,0.0,0.0,1.0,0.2666666666666666,10,9,10,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.2857142857142856,0.0,0.30263157894736836
0,1,0.2000000000000001,0,1,0,1.0,1.0,0.0,0.5,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.75,0.0,0.25,1.0,0.4,16,14,14,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0.8095238095238093,0.125,0.4210526315789474
0,1,0.0,0,1,0,1.0,1.0,0.3333333333333333,0.5,0.0,0,1,0,1,1,1,0,0,0.75,0.75,0.5,0.0,0.0,0.25,0.2666666666666666,16,15,16,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,0.857142857142857,0.0,0.30263157894736836
0,1,0.2000000000000001,0,1,0,0.75,0.75,0.3333333333333333,0.0,0.0,0,0,0,1,1,1,1,0,1.0,0.75,0.25,0.0,0.0,1.0,0.4,14,14,15,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.7142857142857142,0.0,0.4868421052631579
