school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Gvg,Avgalc,Bum
0,1,16,0,1,0,4,3,1,2,1,0,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,2,17,17,17,17.0,1.0,8.0
0,1,15,0,1,0,4,2,0,4,0,0,1,2,0,0,1,0,0,1,1,0,0,4,3,3,2,2,5,4,11,12,13,11.5,2.0,16.0
0,1,15,0,0,1,4,2,1,1,3,1,2,1,0,0,0,0,0,1,1,0,0,5,5,5,3,4,5,4,10,9,9,9.5,3.5,22.0
0,1,15,0,1,0,4,4,0,1,1,0,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,8,15,15,16,15.0,1.0,19.0
0,1,15,0,0,0,1,2,4,3,0,1,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,0,14,13,14,13.5,1.0,8.0
0,1,15,0,1,1,4,4,4,2,1,0,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,0,11,12,12,11.5,5.0,14.0
0,1,16,0,1,0,3,1,4,4,1,1,2,4,0,0,1,0,0,1,1,1,0,4,3,2,1,1,5,2,13,11,11,12.0,1.0,9.0
0,1,15,0,1,0,4,2,4,4,2,0,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,11,9,10,10.0,1.0,6.0
0,1,16,0,1,0,3,1,4,4,1,0,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,0,13,13,14,13.0,2.0,11.0
0,1,15,0,1,0,4,3,0,4,0,0,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,3,5,0,11,11,11,11.0,2.5,11.0
0,1,15,0,1,0,4,0,0,4,2,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,0,12,11,11,11.5,1.0,7.0
0,1,17,0,1,0,2,1,4,4,0,0,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,0,9,9,10,9.0,1.0,17.0
0,1,15,0,1,0,2,3,4,2,2,1,1,1,0,1,1,0,1,0,1,1,1,3,2,2,1,3,3,0,11,11,12,11.0,2.0,10.0
0,1,15,0,1,0,2,3,4,4,0,0,1,3,0,1,0,0,0,0,1,1,0,5,3,2,1,2,5,2,10,9,9,9.5,1.5,11.0
0,1,15,0,0,0,2,2,2,2,0,0,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,2,13,12,13,12.5,2.0,13.0
0,1,16,0,1,0,2,2,2,4,1,1,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,12,10,11,11.0,1.0,18.0
0,1,16,0,0,1,4,4,0,1,1,0,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,6,9,9,10,9.0,4.0,21.0
0,1,15,0,0,0,2,2,2,1,1,0,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,2,11,12,12,11.5,1.0,9.0
0,1,16,1,1,0,4,3,2,4,1,0,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,9,11,11,10.0,1.0,18.0
0,1,16,0,1,0,4,4,2,2,3,0,1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,9,9,8,9.0,5.0,37.0
0,1,16,0,1,0,4,4,2,0,3,1,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,16,16,16.0,1.0,8.0
0,1,15,0,1,0,4,4,2,4,2,0,1,1,0,0,1,1,1,0,1,1,0,5,3,3,1,1,5,2,12,13,12,12.5,1.0,12.0
0,1,15,0,1,1,3,4,2,4,2,0,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,16,16,16,16.0,1.0,9.0
0,1,16,0,1,0,3,3,2,4,0,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,4,13,14,14,13.5,1.0,13.0
0,1,15,1,1,0,4,4,4,4,0,1,4,4,0,0,1,0,1,1,1,1,1,1,3,5,3,5,1,8,12,10,11,11.0,4.0,24.0
0,1,15,0,0,1,4,4,0,0,2,0,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,4,13,14,14,13.5,1.0,17.0
0,1,15,0,0,0,4,2,0,4,2,0,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,17,18,17.5,1.0,26.0
0,1,15,1,1,0,2,1,1,2,1,0,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,4,10,9,10,9.5,1.0,15.0
0,1,16,0,1,0,4,4,0,0,2,1,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,6,16,14,14,15.0,1.5,19.0
0,1,15,0,1,0,4,4,4,0,1,1,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,4,16,15,16,15.5,1.0,15.0
0,1,16,0,1,0,3,3,4,2,0,1,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,14,14,15,14.0,1.0,19.0
0,1,17,1,1,0,1,3,4,4,2,1,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,14,12,11,11,11.5,2.5,33.0
0,1,15,0,1,0,3,4,4,4,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,2,14,13,14,13.5,1.5,14.0
0,1,15,0,1,0,2,2,2,2,0,1,1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,14,13,13,13.5,1.5,18.0
0,1,16,0,1,0,4,4,1,4,2,0,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,12,13,13,12.5,2.5,19.0
0,1,15,0,1,0,3,4,2,2,0,1,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,9,9,9,9.0,2.5,17.0
0,1,16,1,1,0,4,4,0,0,2,0,1,1,0,0,0,0,1,1,1,1,0,3,5,5,2,5,4,8,14,14,15,14.0,3.5,28.0
0,1,16,0,1,0,2,3,4,4,2,0,2,3,0,0,1,0,0,0,1,1,1,3,2,3,2,2,1,4,13,12,13,12.5,2.0,14.0
0,1,16,0,1,0,2,1,3,4,2,0,4,1,0,0,0,0,0,1,1,0,0,3,2,1,1,1,2,4,9,9,11,9.0,1.0,14.0
0,1,15,1,1,0,3,4,3,0,2,0,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,2,12,11,11,11.5,1.0,11.0
0,1,17,1,1,0,3,4,3,4,2,0,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,2,10,9,10,9.5,3.0,16.0
0,1,18,0,0,0,3,1,2,2,2,0,2,1,0,0,0,0,1,1,1,1,1,3,3,4,4,5,4,2,11,11,12,11.0,4.5,19.0
0,1,16,0,0,0,1,1,2,4,2,0,1,2,2,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,10,10,10,10.0,2.0,15.0
0,1,15,0,1,0,4,3,0,2,2,1,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,6,9,11,11,10.0,1.0,14.0
0,1,16,0,1,0,4,4,2,2,2,0,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0,15,13,13,14.0,2.0,9.0
0,1,16,0,0,0,2,2,2,2,1,1,2,1,0,0,1,0,1,1,1,1,0,2,3,3,2,2,2,4,12,11,11,11.5,2.0,17.0
0,1,17,0,1,0,2,1,4,4,0,0,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,22,9,7,6,8.0,1.5,44.0
0,1,16,0,1,0,4,4,0,0,2,0,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,16,9,9,8,9.0,1.5,34.0
0,1,15,0,0,1,2,1,2,4,2,0,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11,11,11.5,3.5,16.0
0,1,18,0,0,0,1,1,4,4,2,0,1,1,2,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,11,9,0,10.0,3.5,18.0
0,1,16,0,0,0,2,1,3,4,2,0,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,9,10,10,9.5,4.0,27.0
0,1,19,0,1,0,3,2,2,3,0,0,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,11,9,11,10.0,1.0,20.0
0,1,15,1,1,0,2,3,3,2,2,0,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,7,8,8,7.5,1.0,9.0
0,1,17,1,0,0,1,2,4,4,1,0,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,9,8,10,8.5,3.0,39.0
0,1,16,1,1,0,2,2,3,4,2,0,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,12,10,11,11.0,1.5,15.0
0,1,16,0,1,0,3,3,4,2,2,1,1,2,1,0,1,0,0,1,1,1,1,4,5,5,4,4,5,0,10,10,1,10.0,4.0,18.0
0,1,16,0,0,0,1,2,1,2,2,0,2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,9,8,10,8.5,4.0,20.0
0,1,17,1,0,0,2,1,3,4,2,0,2,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8,8,8,9,8.0,2.0,25.0
0,1,17,1,1,0,3,2,4,4,2,0,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,7,6,8,6.5,2.5,22.0
0,1,15,0,0,0,1,2,4,4,2,0,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,8,9,10,8.5,3.0,17.0
0,1,16,0,1,0,1,3,3,2,2,1,1,1,1,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,9,8,8,8.5,2.5,17.0
0,1,17,1,0,0,1,1,4,2,2,0,4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8,8,8,8.0,3.0,12.0
0,1,17,0,1,0,3,2,2,2,2,0,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,8,7,8,7.5,1.0,32.0
0,1,16,0,1,0,2,2,4,4,2,1,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,9,10,11,9.5,3.0,12.0
0,1,16,0,1,0,3,4,4,4,2,1,3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,9,9,10,9.0,3.0,22.0
0,1,16,0,1,0,1,0,4,4,1,0,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,16,17,18,16.5,1.0,8.0
0,1,17,0,0,0,4,4,0,4,1,0,1,2,0,0,1,0,1,1,1,1,0,4,4,4,1,3,5,0,11,9,10,10.0,2.0,11.0
0,1,17,0,0,0,4,3,0,4,2,0,2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,10,11,11,10.5,4.0,15.0
0,1,17,0,1,0,3,3,4,4,1,1,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,11,9,10,10.0,2.5,17.0
0,1,16,1,1,0,4,2,0,2,3,0,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,10,9,11,9.5,3.5,26.0
0,1,17,0,1,0,4,3,4,4,2,0,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,11,11,13,11.0,1.0,13.0
0,1,16,0,1,0,4,3,0,4,0,0,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,11,10,11,10.5,2.5,18.0
0,1,16,0,1,0,3,3,2,4,0,0,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,11,12,13,11.5,1.5,8.0
0,1,17,0,1,0,3,3,2,2,3,0,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,11,13,14,12.0,2.5,20.0
0,1,16,0,1,0,1,2,2,2,3,0,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,10,9,11,9.5,1.5,10.0
0,1,16,0,0,0,2,1,4,4,2,0,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,13,14,16,13.5,1.5,8.0
0,1,17,1,1,0,1,2,3,4,0,0,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,9,9,10,9.0,3.0,19.0
0,1,17,0,1,0,1,2,3,2,3,2,2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,10,11,12,10.5,4.5,40.0
0,1,16,1,1,0,3,3,2,2,1,0,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11,10,10,10.5,3.5,14.0
0,1,16,0,1,0,2,3,4,4,0,1,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12,12,12.5,1.0,9.0
0,1,17,0,1,0,4,4,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13,14,13.0,1.5,15.0
0,1,16,1,0,0,3,3,0,4,0,1,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,16,10,11,12,10.5,4.0,39.0
0,1,17,0,0,0,4,4,2,4,0,0,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,13,12,12,12.5,4.5,37.5
0,1,18,0,1,0,2,2,2,4,0,0,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,12,11,11,11.5,3.0,28.0
0,1,18,0,0,0,3,3,2,1,0,1,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10,10,10,10.0,3.0,26.0
0,1,18,0,1,0,2,2,4,4,0,0,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9,10,9.5,5.0,35.5
0,1,17,0,0,0,2,3,2,2,1,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,10,11,11,10.5,2.0,10.0
0,1,18,0,0,0,2,1,3,4,2,0,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11,9.5,4.5,18.0
0,1,17,1,1,0,2,2,4,4,2,1,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13,13,12.5,1.0,10.0
0,1,17,0,1,0,4,4,0,0,1,0,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13,13.0,2.0,12.0
0,1,16,0,1,0,4,4,1,4,1,1,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13,14,13.0,3.0,11.0
0,1,16,0,0,0,1,1,4,4,0,0,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9,9,9.0,1.0,12.0
0,1,16,0,1,0,3,2,3,4,1,0,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12,12.0,2.0,9.0
0,1,17,0,0,0,2,2,4,4,0,1,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,16,16,16.0,5.0,17.0
0,1,18,0,1,0,2,2,4,3,2,2,1,1,1,0,1,0,1,0,0,1,1,4,4,3,2,2,1,26,7,8,8,7.5,2.0,53.0
0,1,17,0,1,0,4,4,0,0,2,0,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9,9.0,1.5,18.0
0,1,18,0,1,0,2,2,4,2,1,1,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,8,7,8,7.5,4.0,40.0
0,1,17,0,0,0,4,3,1,4,2,0,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,15,15,15.0,2.5,25.0
0,1,17,1,0,1,4,4,0,4,2,0,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,12,12,12.0,2.5,11.0
0,1,16,0,0,0,4,3,0,4,2,0,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14,15,14.0,1.0,20.5
0,1,16,0,1,0,4,4,2,2,2,0,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,14,15,15,14.5,1.5,16.0
0,1,17,1,1,0,1,1,4,4,0,1,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14,15,13.5,1.0,10.0
0,1,16,0,1,0,2,1,4,4,2,0,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16,16,15.5,1.0,19.5
0,1,17,0,1,0,2,3,4,4,2,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13,10.5,1.0,11.0
0,1,18,1,0,0,3,3,4,2,2,0,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,9,10,9.5,2.0,22.0
0,1,16,0,1,0,0,2,4,4,3,0,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12,11,11.5,3.0,13.0
0,1,18,0,1,0,3,2,2,4,2,0,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,8,7,7.5,3.0,26.0
0,1,16,0,1,0,3,3,3,4,1,2,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,9,11,10,10.0,2.0,18.0
0,1,18,0,1,0,2,1,2,2,3,0,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7,8,6,7.5,3.5,23.0
0,1,16,1,1,0,2,1,4,4,2,0,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,14,13,12,13.5,2.0,14.0
0,1,17,1,1,0,2,1,4,4,2,0,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12,13,12.0,3.0,14.0
0,1,17,0,0,0,1,1,1,4,2,0,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,9,10,10,9.5,1.5,13.0
0,1,18,0,0,0,2,1,2,4,2,0,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10,11,10.5,4.0,23.0
0,1,19,0,0,1,4,3,2,3,1,0,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4,11,13,14,12.0,1.0,14.0
0,1,18,0,1,0,2,1,4,4,0,0,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16,16,16.0,1.5,11.0
0,1,17,1,1,0,2,2,4,2,3,0,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10,10,9.5,1.0,8.0
0,1,18,0,1,0,4,3,0,4,2,0,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,10,10,11,10.0,1.0,11.0
0,1,18,1,1,0,3,2,4,4,2,0,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11,12,10.5,1.0,10.0
0,1,17,0,1,0,2,2,4,4,0,1,2,1,0,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,8,8,9,8.0,2.5,25.0
0,1,18,1,0,1,3,4,4,4,1,0,2,2,0,0,1,0,1,1,1,1,0,4,2,5,3,4,1,6,15,16,16,15.5,3.5,21.0
0,1,17,0,1,0,3,1,2,4,3,0,1,2,0,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,11,11,14,11.0,3.5,14.0
0,1,18,0,1,0,4,2,1,4,1,1,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,10,12,14,11.0,2.0,17.0
0,1,17,1,1,0,1,2,3,3,0,0,1,2,0,0,1,0,1,0,1,0,1,3,5,2,2,2,1,2,16,17,18,16.5,2.0,15.0
0,1,18,0,1,0,4,4,0,2,0,0,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,12,12,11.5,2.5,20.0
0,1,18,0,0,0,4,3,0,2,2,0,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,10,10,10,10.0,1.5,9.0
0,1,18,0,1,0,1,2,3,4,0,2,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,10,10,11,10.0,3.0,29.0
0,1,17,0,0,1,4,1,2,4,0,0,2,1,0,0,0,0,1,1,1,1,1,4,5,4,2,4,5,22,11,11,10,11.0,3.0,48.0
0,1,17,0,0,1,3,2,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,13,13,13,13.0,3.5,42.0
0,1,17,0,1,0,1,1,4,4,1,1,1,2,0,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,12,12,12,12.0,1.5,9.0
0,1,18,0,1,0,2,1,2,2,1,0,1,3,0,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,14,15,15,14.5,2.0,8.0
0,1,18,0,0,1,4,4,0,0,1,0,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,17,17,17,17.0,1.0,9.0
0,1,18,0,1,0,4,2,0,4,0,0,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,15,16,16,15.5,2.5,14.0
0,1,18,1,0,0,3,2,2,4,1,0,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,14,15,15,14.5,1.0,8.0
0,1,17,0,1,0,3,3,1,4,0,0,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15,15,14.5,2.0,12.0
0,1,18,0,0,0,4,4,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,18,18,17,18.0,2.0,12.0
0,1,17,0,0,0,4,4,4,0,0,1,2,1,0,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,12,13,13,12.5,2.0,9.0
0,1,19,1,0,0,2,1,3,2,2,0,2,3,1,0,0,0,1,1,1,1,1,4,3,1,1,1,5,0,9,10,11,9.5,1.0,9.0
0,1,20,0,1,1,3,2,2,4,2,2,1,1,2,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,14,15,15,14.5,1.0,15.0
0,1,19,1,1,0,3,3,4,2,1,1,1,2,0,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,10,10,11,10.0,1.5,11.0
0,1,19,0,1,0,4,2,1,4,2,0,2,2,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,9,11,10,10,10.5,1.0,22.5
0,1,18,0,0,0,4,4,4,4,1,1,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9,11,8.5,3.5,16.0
0,1,18,0,1,0,4,4,4,4,2,0,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,13,14,13,13.5,2.0,9.0
0,1,17,0,1,0,3,3,4,2,1,0,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,17,18,17,17.5,4.0,15.0
0,1,17,1,1,0,2,2,2,4,2,0,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,11,10,10,10.5,5.0,21.0
0,1,18,0,0,0,2,2,4,4,2,0,1,4,0,0,1,1,1,1,1,1,0,4,5,5,2,4,5,0,11,11,12,11.0,3.0,12.0
0,1,19,1,1,0,3,2,3,2,0,2,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10,10,10.5,2.0,11.0
0,1,18,0,1,0,2,2,4,4,1,0,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,14,15,14.5,1.5,20.0
0,1,18,0,1,0,4,4,0,2,0,1,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,12,12,13,12.0,2.0,10.0
0,1,18,0,0,0,3,4,2,4,0,0,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,16,16,17,16.0,2.0,19.0
