school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,Gvg,Avgalc,Bum
0,1,0.4000000000000003,0,0,0,1.0,1.0,0.3333333333333333,0.0,0.0,0,0,0,0,1,1,1,0,0.75,0.0,0.0,0.5,0.25,1.0,0.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.5263157894736841,0.375,0.4014598540145986
0,1,0.6000000000000001,0,0,0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0.75,0.25,1.0,1.0,0.75,1.0,0.1333333333333333,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.10526315789473673,0.875,0.7883211678832118
0,1,0.4000000000000003,0,1,0,0.75,0.25,0.0,0.5,0.0,0,0,0,1,1,1,1,1,1.0,0.75,0.75,1.0,0.75,1.0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,0.368421052631579,0.875,0.6569343065693432
0,1,0.4000000000000003,1,1,0,0.75,1.0,0.6666666666666667,0.5,0.0,0,0,0,0,1,1,0,0,1.0,0.75,1.0,0.5,0.75,1.0,0.1333333333333333,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.21052631578947367,0.625,0.5693430656934308
0,1,0.0,0,1,0,1.0,0.75,0.3333333333333333,0.5,0.0,0,1,0,0,1,1,1,0,1.0,0.75,0.5,0.0,0.25,0.5,0.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.4736842105263157,0.125,0.21897810218978106
1,1,0.2000000000000001,1,0,0,0.25,0.5,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.75,0.75,0.75,0.5,0.75,1.0,0.2666666666666666,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.21052631578947367,0.625,0.7737226277372263
0,1,0.0,0,1,0,0.75,1.0,0.0,0.5,0.0,0,1,0,1,1,1,1,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.4736842105263157,0.0,0.18248175182481755
1,1,0.2000000000000001,1,0,0,0.25,0.25,0.3333333333333333,0.0,0.0,0,0,0,1,1,1,1,0,0.75,1.0,1.0,0.5,0.75,1.0,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.26315789473684204,0.625,0.6934306569343067
0,1,0.2000000000000001,1,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0.5,1.0,1.0,0.5,1.0,0.75,0.5333333333333333,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0.6842105263157894,0.75,1.0
0,1,0.2000000000000001,0,0,1,1.0,1.0,0.0,0.5,0.0,0,1,0,0,1,1,0,0,0.75,0.0,0.5,1.0,1.0,1.0,0.4,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0.1578947368421052,1.0,0.7956204379562045
0,1,0.4000000000000003,1,1,0,0.5,0.5,0.3333333333333333,0.5,0.0,0,1,0,1,1,1,1,0,0.75,1.0,0.25,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.5263157894736841,0.0,0.18248175182481755
0,1,0.6000000000000001,0,1,0,0.5,0.5,0.0,0.5,0.0,0,1,0,1,1,1,1,0,0.75,0.75,0.75,0.5,0.75,1.0,0.6666666666666666,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.42105263157894735,0.625,0.8029197080291972
0,1,0.2000000000000001,0,1,0,0.5,0.5,0.3333333333333333,0.5,0.0,0,0,0,1,0,1,1,0,0.75,0.75,0.25,0.0,0.0,0.5,0.4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,0.368421052631579,0.0,0.3211678832116789
0,1,0.0,0,1,0,0.75,1.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0.5,0.75,0.5,0.0,0.25,0.75,0.1333333333333333,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.631578947368421,0.125,0.4233576642335767
0,1,0.2000000000000001,0,0,0,1.0,0.75,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0.5,0.0,0.5,0.0,0.5,1.0,0.4,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.4736842105263157,0.25,0.5036496350364965
0,1,0.6000000000000001,0,1,0,0.25,0.5,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,1,0,0.5,0.75,0.75,0.5,0.75,0.75,0.6666666666666666,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.26315789473684204,0.625,0.9489051094890513
0,1,0.2000000000000001,0,1,0,0.5,0.25,0.6666666666666667,0.0,0.0,0,0,0,0,1,1,1,0,0.75,0.5,0.5,0.0,0.0,0.75,0.4666666666666667,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.8421052631578947,0.0,0.45985401459854025
0,1,0.2000000000000001,0,0,0,0.25,0.25,0.3333333333333333,0.5,0.0,0,1,0,0,1,1,1,0,0.5,0.75,0.25,0.0,0.0,1.0,0.1333333333333333,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.1578947368421052,0.0,0.20437956204379562
1,1,0.4000000000000003,0,1,0,0.75,0.5,0.3333333333333333,0.5,0.0,0,1,1,0,1,1,1,0,0.75,0.0,0.25,0.5,0.25,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.631578947368421,0.375,0.25547445255474455
1,1,0.4000000000000003,1,1,0,0.5,0.5,0.3333333333333333,0.0,0.0,0,0,0,1,1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.3157894736842104,1.0,0.9124087591240877
0,1,0.2000000000000001,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,1.0,0.5,0.25,0.0,0.25,1.0,0.2666666666666666,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,0.7368421052631577,0.125,0.44525547445255476
0,1,0.0,0,1,0,1.0,0.75,0.0,0.5,0.0,0,0,0,0,1,1,1,0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0.5263157894736841,0.0,0.14598540145985403
0,1,0.0,0,1,0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0.25,0.25,0.75,0.5,0.75,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.368421052631579,0.625,0.5839416058394161
0,1,0.2000000000000001,1,1,0,0.5,0.5,0.6666666666666667,0.0,0.0,0,0,0,0,0,1,0,0,0.75,0.25,0.25,0.0,0.25,0.5,0.2666666666666666,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.368421052631579,0.125,0.4087591240875913
1,1,0.2000000000000001,0,0,0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0.75,0.0,0.25,0.5,1.0,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0.42105263157894735,0.75,0.6204379562043797
0,1,0.8000000000000003,0,1,0,0.5,0.25,0.0,0.0,0.0,0,0,0,0,1,1,1,0,1.0,0.5,0.75,0.0,0.75,0.75,0.6666666666666666,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.1578947368421052,0.375,0.7664233576642336
0,1,0.0,1,1,0,1.0,0.75,0.0,0.5,0.0,0,1,0,1,1,1,1,1,0.75,1.0,0.25,0.0,0.0,1.0,0.0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,0.631578947368421,0.0,0.18248175182481755
0,1,0.2000000000000001,0,0,0,0.5,0.25,0.0,0.5,0.0,0,0,0,1,1,1,1,1,0.75,0.25,0.5,0.0,0.25,1.0,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.631578947368421,0.125,0.14598540145985403
1,1,0.4000000000000003,1,0,0,0.25,0.75,0.3333333333333333,0.0,0.0,0,0,0,1,1,1,0,1,1.0,0.0,0.25,1.0,0.5,1.0,0.1333333333333333,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.42105263157894735,0.75,0.6788321167883213
1,1,0.4000000000000003,0,1,0,0.25,0.25,0.0,0.5,0.0,0,0,1,0,0,1,1,0,0.75,0.75,0.5,0.5,0.75,1.0,0.2666666666666666,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.10526315789473673,0.625,0.6277372262773724
1,1,0.4000000000000003,1,1,0,0.25,0.25,0.3333333333333333,0.0,0.0,0,1,0,1,0,1,1,1,0.75,1.0,1.0,0.0,0.5,0.25,0.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.21052631578947367,0.25,0.47445255474452563
1,1,0.6000000000000001,0,0,0,0.25,0.25,0.3333333333333333,0.5,0.0,0,1,0,1,1,1,0,0,0.75,0.5,0.5,0.0,0.75,1.0,0.4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.21052631578947367,0.375,0.5036496350364965
0,1,0.2000000000000001,0,1,0,0.25,0.0,0.3333333333333333,0.5,0.0,0,1,0,1,1,1,1,1,0.75,0.5,0.25,0.0,0.0,0.5,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.9473684210526314,0.0,0.10948905109489052
0,1,0.2000000000000001,0,1,0,1.0,1.0,0.0,1.0,0.0,0,1,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,0.6842105263157894,0.25,0.10948905109489052
0,1,0.4000000000000003,1,1,0,0.25,0.5,0.0,0.5,0.0,0,1,0,1,0,1,0,1,0.5,1.0,0.25,0.5,0.25,0.0,0.1333333333333333,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.9473684210526314,0.375,0.45985401459854025
