school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Gvg,Avgalc,Bum
0,0,15,0,1,0,1,1,other,other,home,father,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,13,12,12,12.5,2.5,14.0
0,0,15,0,1,0,4,4,services,services,reputation,father,2,2,0,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,12,11,12,11.5,2.5,18.0
0,0,16,0,0,0,2,2,at_home,other,course,mother,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,13,11,11,12.0,1.5,18.0
0,0,15,0,1,0,4,2,other,other,reputation,mother,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,15,15,15,15.0,2.0,15.0
0,0,16,0,1,0,3,3,other,other,home,mother,1,3,0,0,1,0,0,1,1,1,1,4,3,3,1,3,4,2,9,11,11,10.0,2.0,12.0
0,0,15,0,1,0,4,3,services,other,reputation,mother,1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,14,13,13,13.5,2.0,22.0
0,0,16,0,0,0,3,1,other,other,home,father,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,0,12,13,12,12.5,2.5,11.0
0,0,16,0,1,0,4,2,teacher,services,home,mother,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,2,13,14,14,13.5,1.0,11.0
0,0,15,1,1,0,1,1,at_home,other,home,mother,2,4,0,1,1,1,1,1,1,1,0,3,1,2,1,1,1,4,13,13,13,13.0,1.0,10.0
0,0,16,0,1,0,2,1,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,3,5,1,1,5,0,13,12,12,12.5,1.0,8.0
0,0,16,0,1,0,4,4,other,other,reputation,mother,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,4,12,13,13,12.5,1.5,16.0
0,0,16,0,1,0,4,3,other,at_home,course,mother,1,3,0,1,1,0,0,1,1,1,0,5,3,5,1,1,3,2,12,13,13,12.5,1.0,10.0
0,0,15,0,1,0,3,2,services,other,home,mother,2,2,0,1,1,0,0,1,1,1,0,4,3,5,1,1,2,16,11,10,10,10.5,1.0,32.0
0,0,15,0,1,1,3,3,other,health,reputation,father,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,10,10,10.0,1.0,21.0
0,0,15,0,1,0,2,2,other,other,course,mother,1,4,0,1,1,0,0,1,1,1,0,5,1,2,1,1,3,4,10,10,10,10.0,1.0,10.0
0,0,16,0,0,0,4,4,health,health,other,mother,1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,15,15,14,15.0,1.0,11.0
0,0,16,1,1,0,3,3,services,other,reputation,father,1,3,0,1,1,0,1,1,1,1,0,4,1,2,1,1,2,4,11,11,11,11.0,1.0,11.0
0,0,16,0,1,0,2,2,at_home,other,home,mother,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,12,8,10,10,9.0,1.0,26.0
0,0,15,0,1,0,1,2,at_home,services,course,mother,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14,14,14,14.0,1.5,8.0
0,0,16,0,0,0,2,4,other,health,course,father,2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,14,12,13,13.0,1.5,11.0
0,0,16,0,1,0,2,2,other,other,home,mother,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,12,11,11,11.5,1.0,9.0
0,0,15,0,0,1,3,4,other,other,home,mother,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,10,11,11,10.5,1.0,8.0
0,0,19,0,1,0,0,1,at_home,other,course,other,1,2,2,0,1,0,0,0,0,0,0,3,4,2,1,1,5,0,9,10,11,9.5,1.0,13.0
0,0,15,1,1,0,3,4,services,teacher,course,father,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,10,11,12,10.5,2.0,8.0
0,0,18,0,1,0,2,1,services,other,reputation,mother,1,2,3,0,1,0,1,1,0,1,1,5,4,5,1,3,5,10,10,9,8,9.5,2.0,32.0
0,0,17,0,0,1,2,1,other,other,course,mother,3,1,0,0,1,0,0,1,1,1,0,3,2,2,1,2,5,8,11,10,11,10.5,1.5,21.0
0,0,15,0,1,0,1,1,at_home,other,course,mother,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,6,11,12,13,11.5,1.5,19.0
0,0,17,0,0,0,2,2,other,other,course,father,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,13,12,12,12.5,2.0,15.0
0,0,16,0,1,1,3,4,services,other,course,father,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,15,13,14,14.0,2.5,29.0
0,0,16,0,1,1,2,2,other,other,home,mother,1,1,1,0,0,0,0,1,1,0,0,5,3,4,1,1,5,12,13,11,11,12.0,1.0,29.0
0,0,15,0,1,0,4,4,services,at_home,course,mother,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,4,13,14,15,13.5,1.0,13.0
0,0,16,1,1,0,1,1,at_home,other,course,mother,4,2,0,0,1,0,0,1,1,0,0,5,1,3,1,1,3,0,14,13,13,13.5,1.0,6.0
0,0,18,0,1,1,3,2,other,services,course,other,1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,10,12,11,11,11.5,3.0,26.0
0,0,16,1,1,0,1,1,other,services,reputation,mother,2,1,0,0,1,0,1,1,1,0,1,3,3,3,1,2,1,8,12,11,11,11.5,1.5,22.0
0,0,16,0,1,1,3,3,other,other,course,other,2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,4,9,9,10,9.0,1.0,15.0
0,0,15,0,1,0,4,4,teacher,teacher,course,mother,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,13,14,14,13.5,1.0,18.0
0,0,15,1,1,0,1,1,other,other,course,mother,3,1,1,0,0,0,1,1,1,1,1,5,5,5,1,1,1,2,8,9,9,8.5,1.0,16.0
0,0,15,0,1,1,3,3,services,services,home,mother,1,2,0,0,0,0,0,0,1,0,1,1,3,2,2,3,1,24,9,8,9,8.5,2.5,47.0
0,0,15,0,1,0,4,4,teacher,services,course,mother,1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2,13,13,13,13.0,1.0,9.0
0,0,16,0,0,0,1,1,at_home,at_home,course,mother,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4,10,11,11,10.5,3.0,20.0
0,0,15,0,1,0,1,1,other,services,course,father,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,12,12,12,12.0,1.5,10.0
0,0,15,0,0,1,2,1,at_home,other,home,mother,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,11,10,10,10.5,1.0,10.0
0,0,15,0,1,0,3,2,health,services,home,father,1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2,11,11,11,11.0,1.0,13.0
0,0,15,0,1,0,1,2,at_home,other,course,mother,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,13,12,13,12.5,1.0,17.0
0,0,15,0,1,0,1,2,at_home,services,course,father,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,11,11,11,11.0,3.0,21.0
0,0,15,1,1,0,3,3,services,services,reputation,other,2,3,0,0,1,1,1,1,1,1,1,4,2,1,2,3,3,2,13,13,13,13.0,2.5,12.0
0,0,17,0,1,0,4,4,other,teacher,course,mother,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,13,13,13,13.0,1.0,8.0
0,0,18,1,1,0,1,1,at_home,other,course,mother,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,11,10,11,10.5,3.0,27.0
0,0,16,0,1,0,4,2,health,services,home,father,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,17,17,18,17.0,1.0,7.0
0,0,16,0,1,0,2,2,other,other,home,mother,1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0,12,12,13,12.0,1.0,6.0
0,0,16,0,1,0,4,4,health,health,reputation,mother,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,16,16,17,16.0,1.0,9.0
0,0,16,0,1,0,1,3,at_home,services,home,mother,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,14,13,13,13.5,1.0,8.0
0,0,16,0,0,0,3,3,other,other,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,14,14,15,14.0,1.0,9.0
0,0,16,0,1,0,2,2,services,other,reputation,mother,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,13,12,14,12.5,2.5,12.0
0,0,17,0,1,0,2,4,services,services,reputation,father,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17,18,17,17.5,2.5,12.0
0,0,17,0,0,0,3,3,other,other,reputation,mother,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,14,13,14,13.5,2.5,59.0
0,0,16,0,1,0,3,2,other,other,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,14,15,16,14.5,1.5,20.0
0,0,17,0,1,1,3,3,health,other,reputation,mother,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13,14,12.5,2.0,25.0
0,0,16,0,1,0,2,3,services,services,course,mother,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12,12,13,12.0,1.0,17.0
0,0,17,0,1,0,1,1,at_home,services,course,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11,12,11.5,1.0,8.0
0,0,17,0,0,0,2,4,services,services,course,father,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15,16,14.5,1.0,20.0
0,0,17,0,1,0,4,4,services,teacher,home,mother,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,14,15,16,14.5,2.5,58.0
0,0,16,0,0,0,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10,11,10.5,1.5,11.0
0,0,16,0,1,0,4,3,health,other,home,mother,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14,14,15,14.0,3.0,15.0
0,0,16,0,1,0,2,3,other,other,reputation,mother,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11,12,12,11.5,2.0,17.0
0,0,17,0,1,0,1,1,other,other,course,mother,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14,15,15,14.5,2.0,11.0
0,0,17,1,1,0,2,2,other,other,reputation,mother,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,13,13,13,13.0,1.5,41.5
0,0,16,1,1,0,2,2,services,services,reputation,mother,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13,13,13.0,1.0,15.0
0,0,17,0,1,0,3,4,at_home,services,home,mother,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9,8,8.5,3.5,36.0
0,0,16,0,1,1,3,1,services,other,course,mother,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,11,11,12,11.0,2.0,13.0
0,0,16,0,1,0,4,3,teacher,other,other,mother,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14,15,15,14.5,1.0,14.0
0,0,16,0,1,0,1,1,at_home,other,home,mother,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,12,13,13,12.5,2.5,15.0
0,0,17,1,1,0,4,3,teacher,other,reputation,mother,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12,11.5,1.0,8.0
0,0,19,0,1,0,3,3,other,other,reputation,other,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,12,12,12.0,1.5,13.0
0,0,16,0,1,1,2,2,other,other,reputation,mother,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,13,13,13.0,1.0,8.0
0,0,17,1,0,0,4,4,services,other,other,mother,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11,11.5,1.5,18.0
0,0,17,0,0,0,3,2,other,other,reputation,mother,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,16,15,15.0,2.0,14.0
0,0,17,0,1,0,4,3,other,other,reputation,mother,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,11,9,10,10.0,3.0,37.0
0,0,17,0,1,0,2,3,at_home,other,home,father,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12,13,13,12.5,2.5,18.0
0,0,17,0,1,0,2,2,at_home,at_home,course,mother,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12,12,13,12.0,1.0,7.0
0,0,17,1,1,0,2,1,at_home,services,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10,11,10.5,1.5,8.0
0,0,17,0,1,0,1,1,at_home,other,reputation,mother,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,12,12,12.0,1.0,25.0
0,0,16,0,1,0,2,3,services,teacher,other,mother,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,13,13,14,13.0,1.0,8.0
0,0,16,0,1,0,4,4,teacher,services,home,mother,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,16,15.5,1.0,13.0
0,0,18,1,1,0,3,1,other,other,reputation,mother,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8,8.0,1.0,14.0
0,0,17,0,1,0,3,2,other,other,course,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18,17,17.5,2.0,13.0
0,0,17,0,1,1,2,1,other,other,course,mother,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16,15.0,1.5,7.0
0,0,17,0,0,0,4,3,health,other,reputation,father,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12,13.0,1.5,8.0
0,0,16,0,1,0,2,1,other,other,home,mother,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,9,10,10,9.5,1.0,17.0
0,0,16,0,1,1,4,1,other,other,home,mother,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13,13.5,1.5,9.0
0,0,18,0,0,1,2,4,services,other,course,mother,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,10,10,10.0,1.0,37.0
0,0,18,0,0,0,2,2,at_home,services,course,mother,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,9,8,10,8.5,1.0,34.0
0,0,18,0,1,0,3,3,other,other,course,mother,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,7,7.5,1.0,30.0
0,0,17,0,1,0,3,2,other,other,course,father,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14,15,14.0,1.0,15.0
0,0,17,0,0,0,1,1,at_home,at_home,course,mother,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10,10.5,1.5,23.0
0,0,16,0,1,0,1,2,other,other,course,mother,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,11,11.5,1.5,16.0
0,0,17,1,1,0,2,1,at_home,services,course,mother,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13,13,13.0,1.0,9.0
0,0,17,1,0,1,1,4,other,other,course,other,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8,9.0,1.0,34.0
0,0,17,0,0,1,2,2,other,other,home,mother,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8,11,9,10,10.0,1.0,21.0
0,0,17,1,0,0,1,1,at_home,other,course,mother,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15,14.5,2.0,15.0
0,0,17,0,0,1,4,2,teacher,other,course,mother,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,15,14,14,14.5,1.0,14.0
0,0,17,0,1,0,4,4,teacher,services,course,mother,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,12,11.0,2.5,14.0
0,0,17,0,1,0,3,3,services,other,home,mother,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11,11,11,11.0,2.5,24.0
0,0,17,0,1,0,1,1,at_home,other,course,mother,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10,9.5,1.0,23.0
0,0,18,0,1,0,2,1,other,other,course,other,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11,11.0,1.0,23.0
0,0,17,0,1,0,1,1,other,services,course,father,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10,11,10.5,1.5,15.0
0,0,18,0,0,1,2,1,other,other,course,mother,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12,13,12.0,2.0,13.0
0,0,17,0,0,0,4,2,teacher,services,reputation,mother,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,14,15,17,14.5,1.0,8.0
0,0,19,0,1,0,2,2,services,services,home,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,10,10,11,10.0,1.0,8.0
0,0,17,1,1,0,4,2,other,other,course,mother,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,11,12,14,11.5,2.0,12.0
0,0,18,0,0,0,1,1,other,at_home,home,mother,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,11,12,14,11.5,2.5,17.0
0,0,18,1,1,0,2,2,other,other,home,mother,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4,11,11,13,11.0,1.0,13.0
0,0,17,0,0,0,2,2,services,services,course,father,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11,12,10.5,1.0,10.0
0,0,20,1,1,0,2,1,other,other,course,other,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8,10,12,12,11.0,1.5,20.0
0,0,18,0,1,0,4,3,services,other,home,father,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15,15,15.0,2.0,11.0
0,0,17,0,1,0,3,3,other,other,home,mother,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,13,13.5,1.0,9.0
0,0,18,0,1,0,2,2,at_home,services,home,mother,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,3,0,11,12,13,11.5,1.0,7.0
0,0,18,1,1,0,4,4,teacher,other,reputation,mother,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,11,12,10.5,2.0,22.0
0,0,18,1,1,0,2,1,other,other,reputation,mother,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,8,9,10,8.5,1.5,27.0
0,0,19,0,1,0,3,3,other,services,home,other,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,16,11,12,12,11.5,3.0,36.0
0,0,18,0,1,0,2,3,other,services,reputation,father,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16,16,16.0,2.0,25.0
0,0,18,0,0,0,1,1,other,other,home,mother,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,13,13,13.0,1.0,12.0
0,0,18,0,1,0,2,1,other,other,home,mother,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,14,14,15,14.0,1.5,20.0
0,0,17,0,1,0,2,4,at_home,health,reputation,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,15,16,16,15.5,1.0,17.0
0,0,17,0,0,0,2,2,services,other,course,mother,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,12.0,2.5,21.0
0,0,18,1,1,1,3,2,other,services,home,mother,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,12,9,10,10.5,1.0,28.5
0,0,18,0,1,0,4,4,health,health,reputation,father,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,2,14,12,13,13.0,1.0,14.0
0,0,17,0,1,0,2,2,other,services,reputation,father,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,13,15,15,14.0,1.0,18.0
0,0,19,1,1,0,3,2,services,services,reputation,father,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,9,8,10,8.5,3.5,15.0
