school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Gvg,Avgalc,Bum
0,0,16,0,1,0,1,3,3,2,0,0,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,7.5,1.0,14.0
1,0,17,1,1,0,4,4,0,2,3,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12.5,1.5,15.0
1,0,17,0,0,0,4,4,3,3,2,0,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,15.5,1.0,8.0
0,0,17,0,1,1,3,3,1,4,1,0,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,7.5,2.0,19.0
0,0,16,0,1,0,4,4,1,4,0,0,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,4,14.0,1.5,17.0
0,0,15,0,1,0,2,3,4,4,3,1,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,0,7.5,1.0,11.0
0,0,16,0,1,0,2,2,3,4,0,0,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,11.5,1.0,17.0
1,0,18,0,0,0,3,1,0,2,2,0,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,8.0,1.0,8.0
0,0,18,0,1,0,2,3,4,2,1,1,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,14.5,2.0,16.0
0,0,16,0,0,0,2,2,4,3,2,1,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,10.0,2.0,33.0
0,0,15,0,1,0,4,4,0,2,2,0,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,10.0,1.0,9.0
1,0,18,0,1,0,3,3,2,2,2,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,9.5,1.0,8.0
0,0,17,0,0,0,2,2,2,4,2,0,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12.0,2.5,21.0
0,0,17,0,1,0,3,4,2,4,2,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,15.5,2.0,34.0
1,0,17,1,1,0,1,1,4,2,1,0,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,6.5,1.5,11.0
0,0,15,0,0,1,3,4,4,4,0,0,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,8.5,1.0,8.0
0,0,15,0,1,0,3,2,2,4,0,0,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,6.5,1.0,47.0
0,0,17,1,0,0,4,4,2,4,3,0,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,9.0,1.5,27.0
0,0,15,1,1,0,1,1,3,4,0,0,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,8.5,1.0,9.0
0,0,19,1,1,1,3,1,2,3,0,2,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,13.5,1.5,29.0
1,0,18,1,1,0,4,4,0,3,1,0,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,5.5,2.0,22.5
0,0,17,1,1,0,2,4,3,4,2,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,13.0,1.0,18.5
0,0,16,1,1,0,3,3,2,4,1,1,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,8.5,1.0,7.0
0,0,16,0,0,0,3,1,4,4,0,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,6.5,2.5,17.0
0,0,16,0,1,0,3,2,4,4,1,0,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12.5,1.5,29.0
0,0,16,0,0,0,2,2,2,2,2,0,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,12.5,2.5,14.0
0,0,16,0,0,0,4,4,1,1,3,0,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14.5,1.0,14.0
0,0,17,1,1,0,3,4,3,2,2,1,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11.0,3.5,12.0
1,0,18,1,0,0,4,4,0,2,2,0,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8.5,3.5,20.0
0,0,18,1,1,0,2,1,4,4,1,0,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,3.0,1.5,9.0
0,0,15,1,1,0,1,1,4,4,1,0,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,7.0,3.0,19.0
0,0,19,1,1,0,2,3,4,4,1,2,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,12.0,1.0,67.0
1,0,17,1,1,0,1,2,4,4,2,0,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,5.5,2.0,34.0
0,0,17,0,1,0,1,1,3,4,2,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,4,5.0,1.0,14.0
0,0,16,0,1,0,4,4,4,4,1,0,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,12.5,1.5,19.0
0,0,17,0,1,0,4,2,4,4,1,0,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,13.5,1.0,7.0
0,0,19,0,1,0,3,3,4,2,0,2,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9.0,3.0,38.5
0,0,18,0,1,0,2,4,2,3,1,2,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,13.0,1.0,23.0
0,0,16,0,1,0,1,1,3,4,0,0,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9.0,2.5,21.0
0,0,16,1,1,0,2,2,2,2,1,0,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10.0,1.0,15.0
0,0,18,1,1,0,3,1,4,4,1,0,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,8.5,1.0,34.0
0,0,17,0,0,0,3,3,4,4,1,0,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9.0,2.5,95.0
0,0,15,0,1,0,1,1,4,2,2,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,9.5,1.5,10.0
0,0,17,1,1,0,2,1,3,2,2,0,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,12.0,1.0,9.0
1,0,18,0,1,0,1,1,4,4,2,0,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,5.5,1.0,8.0
0,0,15,0,1,0,4,4,2,0,3,1,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,7.0,1.0,14.0
1,0,18,0,1,0,3,3,2,2,3,0,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11.0,2.0,10.0
0,0,15,0,1,0,4,4,0,0,2,0,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16.0,1.0,9.0
0,0,16,0,1,1,2,2,4,4,1,0,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12.5,1.0,8.0
0,0,15,1,1,0,3,4,2,1,2,0,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2,12.0,1.0,10.0
0,0,17,0,0,0,2,4,2,2,2,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14.5,1.0,8.0
0,0,17,0,1,1,2,2,3,3,0,1,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,8.5,1.5,11.0
0,0,16,0,1,0,4,3,0,4,3,0,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11.5,1.0,23.0
