school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Gvg,Avgalc,Bum
0,0,18,0,1,0,4,4,0,4,2,0,1,2,0,0,1,0,0,1,1,1,0,4,4,4,3,3,5,0,11.5,3.0,13.0
1,0,16,1,0,0,2,1,4,4,0,0,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,9.0,1.0,13.0
0,0,17,0,1,0,4,4,1,1,2,0,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,14.5,1.5,13.0
1,0,16,0,0,0,4,4,2,2,3,1,2,1,0,0,1,0,0,1,1,0,0,5,1,3,1,2,5,1,11.0,1.5,9.5
0,0,17,0,1,0,3,3,4,4,0,0,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,13.5,1.0,9.0
1,0,17,0,0,0,1,1,4,2,2,1,1,3,0,0,1,0,0,1,1,0,1,4,3,3,1,1,3,0,11.0,1.0,7.0
0,0,18,1,1,0,1,1,3,4,2,0,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,10.5,3.0,27.0
1,0,18,1,0,1,3,2,4,4,2,2,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,6,8.0,1.0,20.0
0,0,17,0,1,0,1,1,4,2,2,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,10.5,1.5,15.0
1,0,15,1,0,0,1,1,3,4,2,0,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0,9.5,2.0,10.0
0,0,16,0,1,0,4,4,1,1,1,0,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,16.0,1.0,9.0
0,0,17,0,0,0,2,2,4,4,2,1,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,12.5,2.0,15.0
0,0,17,0,1,0,1,1,3,4,1,0,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12.0,1.0,25.0
0,0,17,0,1,0,2,4,2,2,1,1,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17.5,2.5,12.0
0,0,17,0,1,0,4,4,0,2,2,0,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11.0,2.5,14.0
1,0,16,1,0,0,1,1,2,2,0,0,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2,14.0,2.0,15.0
0,0,17,0,0,0,3,3,4,4,1,0,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,13.5,2.5,59.0
1,0,16,0,1,0,2,2,4,2,2,1,1,1,1,0,1,1,1,0,1,1,0,4,4,3,1,4,3,1,9.5,2.5,16.5
0,0,15,0,1,0,1,1,3,4,2,0,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,6,11.5,1.5,19.0
0,0,15,0,1,0,4,4,2,2,2,0,1,1,0,1,1,0,0,1,1,1,0,3,3,4,2,3,5,0,12.5,2.5,12.0
0,0,15,1,1,0,1,1,4,4,1,0,1,2,0,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,12.0,3.0,15.0
0,0,17,0,1,0,3,3,2,4,0,0,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11.0,2.5,24.0
0,0,17,1,1,0,2,1,3,2,1,0,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,10.5,1.5,8.0
0,0,17,0,0,1,2,1,4,4,2,0,3,1,0,0,1,0,0,1,1,1,0,3,2,2,1,2,5,8,10.5,1.5,21.0
1,0,18,0,1,0,2,2,4,4,2,0,2,2,0,0,1,0,0,0,1,1,1,1,3,1,1,1,2,4,8.0,1.0,14.0
0,0,18,0,1,0,2,2,4,4,2,0,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,10.0,3.0,16.0
1,0,15,1,0,0,2,2,4,4,3,1,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,12.5,2.0,13.0
1,0,17,1,1,0,4,1,4,4,3,0,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,13.5,1.5,10.5
1,0,18,1,1,0,2,2,3,4,3,0,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,15.5,2.0,9.0
0,0,16,0,1,0,4,4,0,2,0,0,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15.5,1.0,13.0
0,0,18,0,1,0,2,1,4,4,2,2,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,11.0,1.0,23.0
0,0,18,0,1,0,3,2,4,2,3,0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,15.0,2.5,17.0
0,0,15,0,1,0,1,2,3,2,2,1,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,11.0,3.0,21.0
1,0,17,0,1,1,1,1,3,3,3,0,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,10.5,1.5,14.0
0,0,18,0,1,0,3,3,3,4,2,1,1,2,0,0,1,0,0,1,1,1,0,4,1,4,1,1,3,8,11.5,1.0,18.0
1,0,17,1,1,0,4,2,4,4,2,0,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0,17.5,2.5,11.0
0,0,17,1,1,1,3,2,4,4,0,0,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,14.0,2.5,11.0
1,0,17,1,1,0,1,1,4,4,3,1,1,1,1,0,1,0,0,0,0,1,0,5,4,4,2,2,5,0,6.0,2.0,14.0
1,0,16,0,1,0,3,3,4,4,1,0,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,13.5,1.0,11.0
0,0,17,1,1,0,4,4,2,2,1,0,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,7.0,1.0,7.0
1,0,18,0,0,0,1,1,3,2,2,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18.0,1.0,7.0
1,0,15,0,1,0,2,2,4,2,2,0,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0,12.5,1.0,7.0
1,0,18,0,1,0,2,2,2,3,1,1,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,12.5,1.0,11.0
1,0,16,1,0,0,3,4,3,4,3,0,3,2,0,0,1,0,0,0,1,0,0,4,2,1,1,1,2,2,8.0,1.0,10.0
0,0,17,0,0,0,4,3,1,4,1,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,13.0,1.5,8.0
0,0,16,0,1,0,3,3,4,2,0,0,1,2,0,1,1,0,1,1,1,1,0,4,3,3,2,4,5,4,11.0,3.0,18.0
0,0,15,1,1,0,2,4,2,1,2,0,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10.5,1.0,10.0
1,0,15,0,1,0,2,1,3,4,0,0,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,9.5,3.0,13.0
0,0,17,0,1,0,3,2,1,1,1,1,1,4,0,0,1,0,1,0,1,1,0,5,2,2,1,2,5,0,18.0,1.5,6.0
0,0,17,0,1,0,4,4,0,0,2,0,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,14.5,1.5,14.0
0,0,16,0,1,0,4,3,0,4,3,0,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14.5,1.0,14.0
0,0,19,0,1,0,4,4,1,4,1,2,2,2,0,0,1,0,1,1,1,1,0,2,3,4,2,3,2,2,13.5,2.5,14.0
1,0,17,0,0,0,4,4,3,3,2,0,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,14.5,1.0,14.0
1,0,16,0,0,1,2,2,3,4,1,0,2,4,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,9.5,1.0,11.0
0,0,17,1,0,0,4,4,2,4,3,0,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,11.5,1.5,18.0
1,0,17,0,1,0,4,2,0,4,2,1,2,4,0,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,18.0,2.0,7.0
1,0,18,1,1,0,4,4,4,0,3,1,3,2,0,0,1,0,0,0,1,1,1,3,2,2,4,2,5,0,6.0,3.0,11.0
1,0,19,0,1,0,2,3,3,2,2,2,1,1,1,0,0,0,0,1,0,1,1,4,4,4,1,1,2,0,9.0,1.0,12.0
1,0,18,1,1,0,2,2,3,4,2,0,3,2,1,0,0,0,1,1,1,0,1,4,3,3,1,1,4,0,4.5,1.0,10.0
0,0,18,0,1,0,2,1,4,4,0,0,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,14.0,1.5,20.0
1,0,16,0,1,0,1,3,3,4,3,1,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,10.5,2.0,27.5
0,0,17,0,0,0,1,1,3,3,2,0,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,10.5,1.5,23.0
0,0,17,0,0,0,2,2,2,2,2,1,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10.5,1.0,10.0
0,0,17,0,0,0,2,1,4,4,0,1,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,11.5,2.0,12.0
0,0,17,0,1,1,4,3,2,2,2,0,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,14.5,1.5,29.0
1,0,18,0,1,0,3,3,4,4,0,0,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,16.0,1.5,8.5
0,0,15,0,0,0,1,1,3,4,3,0,1,2,0,1,0,0,0,1,1,1,0,4,3,2,2,3,3,6,12.5,2.5,20.0
0,0,17,1,0,0,2,2,2,2,2,0,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,11.0,2.0,9.0
0,0,19,0,1,0,3,3,4,4,1,2,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12.0,1.5,13.0
1,0,18,0,1,0,3,3,2,2,2,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10.0,1.0,8.0
0,0,17,0,1,0,4,3,1,4,1,0,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,11.5,2.0,10.0
0,0,15,0,1,1,4,3,2,2,1,0,1,2,0,0,1,0,1,1,1,1,0,4,3,2,1,1,1,0,14.5,1.0,8.0
0,0,17,0,1,0,2,3,3,4,0,1,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12.5,2.5,18.0
1,0,18,1,0,1,1,2,3,4,2,0,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,15.5,2.5,11.0
1,0,16,1,1,0,2,2,4,4,2,0,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,9.5,1.0,15.0
1,0,18,1,1,0,1,1,3,4,3,0,1,2,1,0,1,0,0,1,1,1,1,4,3,2,1,1,5,9,7.0,1.0,23.5
1,0,17,0,1,0,1,1,4,3,2,0,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9,8.0,1.5,23.5
0,0,17,0,1,0,3,2,4,4,2,0,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17.5,2.0,13.0
0,0,18,0,1,1,3,2,4,2,2,2,1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,10,11.5,3.0,26.0
1,0,17,1,1,0,1,2,4,2,2,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,13.0,1.5,8.0
0,0,16,0,1,0,1,1,2,2,2,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,0,10.0,5.0,19.0
0,0,15,0,0,1,2,1,3,4,0,0,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,10.5,1.0,10.0
1,0,16,1,0,0,2,2,4,4,2,0,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,2,11.0,2.0,12.0
0,0,17,0,1,0,1,1,4,4,2,0,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14.5,2.0,11.0
0,0,18,0,0,1,2,2,2,4,1,0,2,2,0,0,1,0,0,1,1,1,0,4,1,4,1,3,4,10,15.5,2.0,23.0
1,0,19,0,0,1,1,1,3,4,2,0,1,1,0,0,1,0,0,1,0,0,0,1,4,4,1,1,5,0,7.0,1.0,10.0
0,0,18,0,0,0,2,2,3,2,2,0,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,8.5,1.0,34.0
0,0,17,0,1,0,4,2,4,4,1,0,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16.0,1.0,7.0
1,0,16,1,1,0,2,2,4,4,2,1,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1,9.5,1.5,11.5
0,0,16,0,0,0,2,2,3,4,2,0,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,12.0,1.5,18.0
1,0,19,0,1,0,1,1,3,2,3,1,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0,2.5,2.5,16.0
0,0,15,1,1,0,3,4,2,0,2,1,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,10.5,2.0,8.0
1,0,18,1,1,0,1,1,3,3,2,0,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,1,2,4,10.0,1.0,16.0
0,0,15,0,1,0,1,2,3,4,2,0,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,12.5,1.0,17.0
1,0,15,1,0,0,2,1,3,4,0,0,2,1,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,7.0,1.0,9.0
0,0,18,0,1,0,1,4,4,0,0,0,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,10.0,1.5,13.0
0,0,16,0,1,1,3,4,2,4,2,1,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,14.0,2.5,29.0
0,0,18,1,1,0,4,4,0,4,1,0,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10.5,2.0,22.0
0,0,16,0,1,0,2,2,2,2,0,0,1,1,0,0,1,0,0,0,1,1,0,1,2,2,1,3,5,6,10.5,2.0,19.0
0,0,15,1,0,0,2,2,1,2,1,0,2,2,0,1,1,0,0,1,1,1,0,4,1,3,1,3,4,0,10.5,2.0,8.0
0,0,16,1,1,0,4,4,1,0,3,0,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,0,16.5,2.5,12.0
0,0,19,1,1,0,3,2,2,2,1,1,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,8.5,3.5,15.0
0,0,17,0,0,1,4,2,0,4,2,0,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,14.5,1.0,14.0
1,0,18,0,0,0,1,1,4,3,1,0,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8,8.5,2.5,23.0
1,0,17,0,1,0,0,1,4,3,2,1,2,1,0,0,0,0,1,0,1,0,0,2,4,4,3,5,5,5,9.0,4.0,23.5
0,0,19,0,1,0,2,2,2,2,0,0,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,10.0,1.0,8.0
0,0,21,0,0,0,4,4,4,4,1,2,1,3,2,0,0,1,1,1,1,1,0,3,3,2,1,1,5,0,10.5,1.0,11.0
0,0,18,0,1,0,2,3,3,4,2,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,11.5,1.5,8.0
0,0,16,0,1,0,2,2,2,4,1,0,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,12.5,2.5,12.0
0,0,16,0,1,0,2,1,4,4,2,0,1,2,0,0,1,0,0,1,1,0,1,4,3,5,1,1,5,0,12.5,1.0,8.0
1,0,15,1,1,0,3,3,3,4,2,0,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,10.0,2.5,19.0
1,0,16,1,1,1,2,2,1,4,2,0,1,2,0,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2,9.0,1.0,11.0
1,0,16,0,1,0,2,1,4,2,2,0,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0,13.5,1.0,8.0
0,0,17,1,0,0,3,1,2,4,1,0,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,18.5,1.0,4.0
0,0,15,0,0,0,3,2,2,4,1,0,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,1,5,4,11.5,1.0,15.0
1,0,20,0,1,0,3,3,3,2,3,0,2,2,1,0,0,0,1,1,1,1,1,3,3,4,2,4,3,8,10.0,3.0,26.0
0,0,17,0,0,0,0,2,3,3,0,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,14.0,2.5,10.0
1,0,16,1,1,0,2,3,4,2,2,0,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,15.0,1.5,14.0
1,0,16,0,0,0,4,1,4,4,0,0,2,2,0,0,1,0,1,1,1,1,0,1,2,4,2,2,1,8,9.5,2.0,21.0
0,0,16,0,1,0,3,3,4,4,0,1,1,2,0,0,1,0,0,1,1,0,0,4,3,2,1,2,5,0,12.0,1.5,9.0
1,0,16,0,1,0,1,2,4,2,2,0,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,0,9.0,1.5,10.0
1,0,17,0,1,0,3,3,2,2,2,0,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,11.5,1.0,10.0
0,0,16,0,1,0,2,3,2,2,2,0,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12.0,1.0,17.0
0,0,19,0,0,1,2,3,3,4,0,2,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,10.5,3.5,39.0
1,0,16,1,0,0,2,2,4,2,2,1,1,2,0,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,12.0,1.0,9.0
0,0,18,0,1,0,3,3,2,2,0,0,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,10.5,1.0,20.0
0,0,18,1,0,0,1,1,3,4,1,0,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,17.0,1.0,8.0
0,0,16,0,1,0,3,2,4,4,1,0,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,14.5,1.5,20.0
0,0,18,1,1,0,2,2,3,4,2,0,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,13.5,1.0,16.0
0,0,16,0,0,0,2,4,4,1,2,1,2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,13.0,1.5,11.0
0,0,15,0,1,0,4,3,2,4,1,0,1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,13.5,2.0,22.0
0,0,15,0,0,0,4,3,2,2,1,1,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,12.5,3.0,13.0
1,0,16,1,1,0,2,2,4,2,2,1,3,2,0,0,1,0,1,1,1,1,0,5,3,4,1,1,2,1,13.5,1.0,9.5
0,0,19,0,1,0,1,1,4,4,2,2,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,10.0,3.5,32.0
1,0,18,0,1,0,1,1,4,4,2,0,3,2,2,0,0,0,1,1,1,0,1,3,4,4,2,2,5,3,7.5,2.0,19.5
0,0,16,0,1,0,4,2,2,4,2,0,1,2,0,0,1,1,0,1,1,1,0,4,2,3,1,1,5,2,15.5,1.0,10.0
1,0,16,1,0,0,1,1,3,4,2,1,3,2,0,0,1,0,0,1,1,0,0,5,3,2,1,1,1,0,16.5,1.0,8.0
0,0,18,0,0,0,4,2,0,4,2,0,1,2,0,0,1,0,1,1,1,1,0,4,2,2,1,1,3,0,15.5,1.0,7.0
1,0,16,1,1,0,1,1,4,4,0,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,0,11.5,1.0,6.0
0,0,18,0,1,0,2,3,4,2,1,1,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16.0,2.0,25.0
1,0,16,1,1,0,1,2,4,4,0,1,1,3,0,1,1,0,0,0,1,1,1,4,3,4,1,1,3,5,13.5,1.0,14.5
0,0,17,1,1,0,2,1,3,2,2,0,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13.0,1.0,9.0
0,0,16,0,1,0,2,2,4,4,0,0,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,11.5,1.0,9.0
0,0,17,0,1,0,3,2,4,4,2,1,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14.0,1.0,15.0
0,0,17,0,1,1,2,1,4,4,2,0,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15.0,1.5,7.0
0,0,16,0,1,0,4,4,1,4,0,0,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,6,17.0,1.5,20.0
0,0,19,0,1,0,0,1,3,4,2,2,1,2,2,0,1,0,0,0,0,0,0,3,4,2,1,1,5,0,9.5,1.0,13.0
0,0,15,1,1,0,3,4,2,1,2,0,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,11.5,1.0,10.0
0,0,18,0,1,0,4,3,2,4,0,1,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15.0,2.0,11.0
0,0,16,0,1,0,3,4,3,4,2,0,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,14,11.5,1.5,31.0
1,0,18,0,1,0,1,1,3,2,2,0,3,2,1,0,0,0,0,1,0,0,0,4,4,2,1,2,2,2,9.5,1.5,15.0
1,0,18,0,1,0,3,3,2,2,3,0,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,12.5,2.0,19.0
0,0,17,0,1,0,3,4,2,4,2,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,12.0,2.0,22.0
1,0,16,0,0,1,2,2,4,4,0,0,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6,7.0,1.5,19.0
1,0,18,1,1,0,1,1,4,4,0,0,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,10.5,1.5,14.0
0,0,18,0,1,0,3,2,2,4,0,0,1,2,0,0,1,0,1,0,1,1,1,3,1,2,1,2,1,4,11.5,1.5,13.0
