school,age,address,famsize,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,Pstatus_A,Pstatus_T,Gvg,Avgalc,Bum
0,17,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,14.5,1.5,13.0
1,16,0,0,4,4,2,1,0,0,1,0,0,1,1,0,0,5,1,3,1,2,5,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,11.0,1.5,9.5
0,17,0,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,13.5,1.0,9.0
1,17,0,0,1,1,1,3,0,0,1,0,0,1,1,0,1,4,3,3,1,1,3,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,11.0,1.0,7.0
0,18,1,1,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,10.5,3.0,27.0
1,18,1,0,3,2,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,6,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,8.0,1.0,20.0
0,17,0,1,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,10.5,1.5,15.0
1,15,1,0,1,1,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,9.5,2.0,10.0
0,16,0,1,4,4,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,16.0,1.0,9.0
0,17,0,0,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,12.5,2.0,15.0
0,17,0,1,1,1,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,12.0,1.0,25.0
0,17,0,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,17.5,2.5,12.0
0,17,0,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,11.0,2.5,14.0
1,16,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,14.0,2.0,15.0
0,17,0,0,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,13.5,2.5,59.0
1,16,0,1,2,2,1,1,1,0,1,1,1,0,1,1,0,4,4,3,1,4,3,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,9.5,2.5,16.5
0,15,0,1,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,11.5,1.5,19.0
0,15,0,1,4,4,1,1,0,1,1,0,0,1,1,1,0,3,3,4,2,3,5,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,12.5,2.5,12.0
0,15,1,1,1,1,1,2,0,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,12.0,3.0,15.0
0,17,0,1,3,3,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,11.0,2.5,24.0
0,17,1,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,10.5,1.5,8.0
0,17,0,0,2,1,3,1,0,0,1,0,0,1,1,1,0,3,2,2,1,2,5,8,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,10.5,1.5,21.0
1,18,0,1,2,2,2,2,0,0,1,0,0,0,1,1,1,1,3,1,1,1,2,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,8.0,1.0,14.0
0,18,0,1,2,2,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,10.0,3.0,16.0
1,15,1,0,2,2,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,12.5,2.0,13.0
1,17,1,1,4,1,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,13.5,1.5,10.5
1,18,1,1,2,2,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,15.5,2.0,9.0
0,16,0,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,15.5,1.0,13.0
0,18,0,1,2,1,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,11.0,1.0,23.0
0,18,0,1,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,15.0,2.5,17.0
0,15,0,1,1,2,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,11.0,3.0,21.0
1,17,0,1,1,1,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,10.5,1.5,14.0
0,18,0,1,3,3,1,2,0,0,1,0,0,1,1,1,0,4,1,4,1,1,3,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,11.5,1.0,18.0
1,17,1,1,4,2,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,17.5,2.5,11.0
0,17,1,1,3,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,14.0,2.5,11.0
1,17,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,5,4,4,2,2,5,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,6.0,2.0,14.0
1,16,0,1,3,3,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,13.5,1.0,11.0
0,17,1,1,4,4,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,7.0,1.0,7.0
1,18,0,0,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,18.0,1.0,7.0
1,15,0,1,2,2,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,12.5,1.0,7.0
1,18,0,1,2,2,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,12.5,1.0,11.0
1,16,1,0,3,4,3,2,0,0,1,0,0,0,1,0,0,4,2,1,1,1,2,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,8.0,1.0,10.0
0,17,0,0,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,13.0,1.5,8.0
0,16,0,1,3,3,1,2,0,1,1,0,1,1,1,1,0,4,3,3,2,4,5,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,11.0,3.0,18.0
0,15,1,1,2,4,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,10.5,1.0,10.0
1,15,0,1,2,1,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,9.5,3.0,13.0
0,17,0,1,3,2,1,4,0,0,1,0,1,0,1,1,0,5,2,2,1,2,5,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,18.0,1.5,6.0
0,17,0,1,4,4,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,14.5,1.5,14.0
0,16,0,1,4,3,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,14.5,1.0,14.0
0,19,0,1,4,4,2,2,0,0,1,0,1,1,1,1,0,2,3,4,2,3,2,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,13.5,2.5,14.0
1,17,0,0,4,4,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,14.5,1.0,14.0
1,16,0,0,2,2,2,4,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,9.5,1.0,11.0
0,17,1,0,4,4,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,11.5,1.5,18.0
1,17,0,1,4,2,2,4,0,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,18.0,2.0,7.0
1,18,1,1,4,4,3,2,0,0,1,0,0,0,1,1,1,3,2,2,4,2,5,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,6.0,3.0,11.0
1,19,0,1,2,3,1,1,1,0,0,0,0,1,0,1,1,4,4,4,1,1,2,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,9.0,1.0,12.0
1,18,1,1,2,2,3,2,1,0,0,0,1,1,1,0,1,4,3,3,1,1,4,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,4.5,1.0,10.0
0,18,0,1,2,1,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,14.0,1.5,20.0
1,16,0,1,1,3,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,10.5,2.0,27.5
0,17,0,0,1,1,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,10.5,1.5,23.0
0,17,0,0,2,2,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,10.5,1.0,10.0
0,17,0,0,2,1,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,11.5,2.0,12.0
0,17,0,1,4,3,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,14.5,1.5,29.0
1,18,0,1,3,3,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,16.0,1.5,8.5
0,15,0,0,1,1,1,2,0,1,0,0,0,1,1,1,0,4,3,2,2,3,3,6,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,12.5,2.5,20.0
0,17,1,0,2,2,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,11.0,2.0,9.0
0,19,0,1,3,3,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,12.0,1.5,13.0
1,18,0,1,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,10.0,1.0,8.0
0,17,0,1,4,3,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,11.5,2.0,10.0
0,15,0,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,2,1,1,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,14.5,1.0,8.0
0,17,0,1,2,3,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,12.5,2.5,18.0
1,18,1,0,1,2,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,15.5,2.5,11.0
1,16,1,1,2,2,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,9.5,1.0,15.0
1,18,1,1,1,1,1,2,1,0,1,0,0,1,1,1,1,4,3,2,1,1,5,9,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,7.0,1.0,23.5
1,17,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,8.0,1.5,23.5
0,17,0,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,17.5,2.0,13.0
0,18,0,1,3,2,1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,10,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,11.5,3.0,26.0
1,17,1,1,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,13.0,1.5,8.0
0,16,0,1,1,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,10.0,5.0,19.0
0,15,0,0,2,1,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,10.5,1.0,10.0
1,16,1,0,2,2,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,11.0,2.0,12.0
0,17,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,14.5,2.0,11.0
0,18,0,0,2,2,2,2,0,0,1,0,0,1,1,1,0,4,1,4,1,3,4,10,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,15.5,2.0,23.0
1,19,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,4,4,1,1,5,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,7.0,1.0,10.0
0,18,0,0,2,2,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,8.5,1.0,34.0
0,17,0,1,4,2,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,16.0,1.0,7.0
1,16,1,1,2,2,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,9.5,1.5,11.5
0,16,0,0,2,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,12.0,1.5,18.0
1,19,0,1,1,1,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,2.5,2.5,16.0
0,15,1,1,3,4,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,10.5,2.0,8.0
1,18,1,1,1,1,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,1,2,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,10.0,1.0,16.0
0,15,0,1,1,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,12.5,1.0,17.0
1,15,1,0,2,1,2,1,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,7.0,1.0,9.0
0,18,0,1,1,4,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,10.0,1.5,13.0
0,16,0,1,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,14.0,2.5,29.0
0,18,1,1,4,4,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,10.5,2.0,22.0
0,16,0,1,2,2,1,1,0,0,1,0,0,0,1,1,0,1,2,2,1,3,5,6,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,10.5,2.0,19.0
0,15,1,0,2,2,2,2,0,1,1,0,0,1,1,1,0,4,1,3,1,3,4,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,10.5,2.0,8.0
0,16,1,1,4,4,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,16.5,2.5,12.0
0,19,1,1,3,2,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,8.5,3.5,15.0
0,17,0,0,4,2,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,14.5,1.0,14.0
1,18,0,0,1,1,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,8.5,2.5,23.0
